Body Name,Service Area,Expenses Type,Invoice Payment Date,Transaction Number,Net Amount,Supplier Name,,
Manchester City Council,Corporate Services,Printing,23.07.2018,5100986470,"£1,915.50",Mail Solutions,,
Manchester City Council,Regeneration Finance,Grounds Maintenance Costs,23.07.2018,5100986061,"£1,830.00",Arboricultural Services Treework,,
Manchester City Council,Manchester Leisure,Compensation Payments,23.07.2018,1906115202,"£1,794.00",Accountant General of the Senior,,
Manchester City Council,Chief Executives,Printing,23.07.2018,5100986467,"£1,770.00",Mail Solutions,,
Manchester City Council,Chief Executives,Landline Telephone Charges,23.07.2018,5100986576,"£1,750.00",The Loop t/a Gamma Telecom Ltd,,
Manchester City Council,Adult Social Care,Payments for services,23.07.2018,1906129725,"£1,717.00",Chethams's School Of Music,,
Manchester City Council,Adult Social Care,Equipment,23.07.2018,5100986669,"£1,715.00",Aidapt Bathrooms Ltd,,
Manchester City Council,Insurance Fund,I T Provision,23.07.2018,5100986562,"£1,680.00",T.I.S. Limited,,
Manchester City Council,Adult Social Care,Professional fees,23.07.2018,5100986549,"£1,636.00",Small Wonders Pdn Ltd,,
Manchester City Council,Adult Social Care,Transport Coach Hire,23.07.2018,5100985965,"£1,609.50",Hastings Private Hire,,
Manchester City Council,Highways Services,Compensation Payments,23.07.2018,1906124855,"£1,584.00",McHale and Co,,
Manchester City Council,Corporate Services,Professional fees,23.07.2018,5100984787,"£1,485.00",Lloyd Evans Prichard Ltd,,
Manchester City Council,Adult Social Care,External repairs and maintenance for buildings,23.07.2018,5100986158,"£1,410.75",Manchester Working Ltd,,
Manchester City Council,Housing Revenue Account,General Office expenses,23.07.2018,5100986792,"£1,410.00",PSC Systems,,
Manchester City Council,Highways Services,Payments to Sub-Contractors,23.07.2018,5100986635,"£1,347.84",Northern Marking Limited,,
Manchester City Council,Adult Social Care,Equipment,23.07.2018,5100986668,"£1,277.50",Aidapt Bathrooms Ltd,,
Manchester City Council,Adult Social Care,Professional fees,23.07.2018,5100986124,"£1,230.00",Wythenshawe Community Housing Group,,
Manchester City Council,Chief Executives,Publications,23.07.2018,5100986560,"£1,219.00",Lexis Nexis Uk,,
Manchester City Council,Chief Executives,Publications,23.07.2018,5100986560,"£1,219.00",Lexis Nexis Uk,,
Manchester City Council,Chief Executives,Advertising,23.07.2018,5100986531,"£1,190.00",Kingfisher Media Ltd,,
Manchester City Council,Chief Executives,Advertising,23.07.2018,5100986538,"£1,190.00",Kingfisher Media Ltd,,
Manchester City Council,Adult Social Care,Transport Coach Hire,23.07.2018,5100986049,"£1,140.00",Hastings Private Hire,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,23.07.2018,5100986536,"£1,041.74",Centrepoint-YPSF,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,23.07.2018,5100986541,"£1,041.74",Centrepoint-YPSF,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,23.07.2018,5100986546,"£1,041.74",Centrepoint-YPSF,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,23.07.2018,5100986540,"£1,041.66",Centrepoint-YPSF,,
Manchester City Council,Chief Executives,Landline Telephone Charges,23.07.2018,5100986585,"£1,040.00",The Loop t/a Gamma Telecom Ltd,,
Manchester City Council,Libraries and Theatres,Training and Development,23.07.2018,5100986610,"£1,039.78",Irish World Heritage Centre,,
Manchester City Council,Adult Social Care,Professional fees,23.07.2018,5100986568,"£1,000.00",Capita Asset Services,,
Manchester City Council,Regeneration Finance,Professional fees,23.07.2018,1906123327,"£1,000.00",Boardside Ltd,,
Manchester City Council,Adult Social Care,Housing Rents Debit,23.07.2018,1906130018,£969.00,Redacted Personal Information,,
Manchester City Council,Regeneration Finance,Stationery,23.07.2018,5100986713,£959.20,Banner Group Limited,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,23.07.2018,1906132259,£905.33,Brake Bros Foodservice Ltd,,
Manchester City Council,Manchester Leisure,Goods purchased for resale in Council outlets,23.07.2018,1906132434,£900.83,STUDIO ARHOJ,,
Manchester City Council,Adult Social Care,Professional fees,23.07.2018,5100986761,£900.00,British Youth Council,,
Manchester City Council,Regeneration Finance,Stationery,23.07.2018,5100986598,£891.20,Banner Group Limited,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,23.07.2018,1906132253,£851.30,Brake Bros Foodservice Ltd,,
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,23.07.2018,5100986687,£842.56,Rexel UK Ltd,,
Manchester City Council,Highways Services,Compensation Payments,23.07.2018,1906123340,£842.00,Department For Work & Pensions,,
Manchester City Council,Highways Services,Compensation Payments,23.07.2018,1906124852,£834.00,DLG Legal Services Ltd,,
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,23.07.2018,5100986616,£829.38,R & M Developments Ltd,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,23.07.2018,1906132251,£796.26,THE NOISY DRINK CO,,
Manchester City Council,Regeneration Finance,Rodent and Pest Control,23.07.2018,5100984623,£795.10,Alliance Disposables Ltd,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,23.07.2018,1906132179,£783.75,Brake Bros Foodservice Ltd,,
Manchester City Council,Corporate Services,Professional fees,23.07.2018,5100986524,£750.00,McBains Cooper Consulting Limited,,
Manchester City Council,Adult Social Care,Rents,23.07.2018,1906130028,£740.00,Redacted Personal Information,,
Manchester City Council,Adult Social Care,Training and Development,23.07.2018,5100986578,£715.20,Ability Smart Ltd,,
Manchester City Council,Chief Executives,Professional fees,23.07.2018,1906130764,£700.00,Kenworthy's Chambers,,
Manchester City Council,Highways Services,Compensation Payments,23.07.2018,1906128340,£678.80,Department For Work & Pensions,,
Manchester City Council,Adult Social Care,Stationery,23.07.2018,5100986715,£678.76,Banner Group Limited,,
Manchester City Council,Corporate Services,Professional fees,23.07.2018,5100986523,£650.00,Naismiths Ltd,,
Manchester City Council,Highways Services,Compensation Payments,23.07.2018,1906128326,£647.00,Department For Work & Pensions,,
Manchester City Council,Adult Social Care,Professional fees,23.07.2018,1906125086,£643.49,Hart Psychological Consulting,,
Manchester City Council,Adult Social Care,Training and Development,23.07.2018,5100986353,£634.35,Essential Papers Ltd,,
Manchester City Council,Chief Executives,Subsistence and Conference Expenses,23.07.2018,5100986617,£605.70,Cresta World Travel Ltd,,
Manchester City Council,Adult Social Care,Hire of Premises,23.07.2018,5100986330,£580.00,Chancellors Hotel & Conf Centre,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,23.07.2018,1906132424,£578.17,Brake Bros Foodservice Ltd,,
Manchester City Council,Chief Executives,Printing,23.07.2018,5100986683,£575.00,John Baxter & Sons Ltd,,
Manchester City Council,Adult Social Care,Professional fees,23.07.2018,1906125087,£565.00,Mental Health Associates Ltd,,
Manchester City Council,Housing Revenue Account,General Office expenses,23.07.2018,5100986786,£558.00,PSC Systems,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,23.07.2018,1906132254,£556.59,Brake Bros Foodservice Ltd,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,23.07.2018,1906132302,£553.38,Brake Bros Foodservice Ltd,,
Manchester City Council,Chief Executives,Professional fees,23.07.2018,1906130769,£527.47,Redacted Personal Information,,
Manchester City Council,Corporate Services,Professional fees,23.07.2018,5100986526,£525.50,Redacted Personal Information,,
Manchester City Council,Adult Social Care,Professional fees,23.07.2018,5100986539,£504.00,Cellmark,,
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,23.07.2018,5100986688,£503.82,Rexel UK Ltd,,
Manchester City Council,Regeneration Finance,Legal Fees,23.07.2018,5100986666,£500.00,11KBW,,
Manchester City Council,Corporate Services,Professional fees,23.07.2018,5100986485,"-£1,485.00",Lloyd Evans Prichard Ltd,,
Manchester City Council,Adult Social Care,Travel,23.07.2018,5100986638,"-£2,822.04",Cresta World Travel Ltd,,
Manchester City Council,Adult Social Care,Private Finance and Public Private partnership initiatives,23.07.2018,5100985909,"-£2,998.54",Manchester School Services Limited,,
Manchester City Council,Adult Social Care,Transport Coach Hire,23.07.2018,5100986580,"-£4,500.00",Royton Minibuses Ltd,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,23.07.2018,5100986519,"-£39,759.75",The Big Life Company,,
Manchester City Council,Housing General Fund,Works and associated costs for Land and Buildings,24.07.2018,5100987114,"£1,044,852.34",Wates Construction Ltd,,
Manchester City Council,Manchester Leisure,Works and associated costs for Land and Buildings,24.07.2018,5100987126,"£812,574.11",ISG Construction Limited,,
Manchester City Council,Childrens Services,Works and associated costs for Land and Buildings,24.07.2018,5100987038,"£690,008.60",ISG Construction Limited,,
Manchester City Council,Housing Revenue Account,Works and associated costs for Land and Buildings,24.07.2018,5100986980,"£626,477.54",Willmott Dixon Construction,,
Manchester City Council,Childrens Services,Works and associated costs for Land and Buildings,24.07.2018,5100987047,"£462,617.38",ISG Construction Limited,,
Manchester City Council,Childrens Services,Works and associated costs for Land and Buildings,24.07.2018,5100987051,"£421,359.06",ISG Construction Limited,,
Manchester City Council,Childrens Services,Works and associated costs for Land and Buildings,24.07.2018,5100987063,"£404,728.60",ISG Construction Limited,,
Manchester City Council,Childrens Services,Works and associated costs for Land and Buildings,24.07.2018,5100986574,"£360,625.97",ISG Construction Limited,,
Manchester City Council,Childrens Services,Works and associated costs for Land and Buildings,24.07.2018,5100987054,"£352,011.65",ISG Construction Limited,,
Manchester City Council,Adult Social Care,Payments for services,24.07.2018,5100986671,"£213,847.99",Greater Manchester Mental Health,,
Manchester City Council,Adult Social Care,Payments for services,24.07.2018,5100986673,"£213,847.99",Greater Manchester Mental Health,,
Manchester City Council,Childrens Services,Works and associated costs for Land and Buildings,24.07.2018,5100986794,"£130,687.51",ISG Construction Limited,,
Manchester City Council,Housing General Fund,Works and associated costs for Land and Buildings,24.07.2018,5100987041,"£128,306.92",ISG Construction Limited,,
Manchester City Council,Adult Social Care,Supporting People Payments,24.07.2018,5100986605,"£100,950.00",Centrepoint-YPSF,,
Manchester City Council,Adult Social Care,External repairs and maintenance for buildings,24.07.2018,5100986785,"£92,921.86",ISG Construction Limited,,
Manchester City Council,Adult Social Care,Rents,24.07.2018,5100987009,"£91,751.21",Mears Limited,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,24.07.2018,5100987116,"£81,666.67",Manchester Alliance For,,
Manchester City Council,Adult Social Care,External repairs and maintenance for buildings,24.07.2018,5100986816,"£62,391.25",Cruden Group Ltd,,
Manchester City Council,Environment and Operations,Construction Works,24.07.2018,5100986665,"£60,680.06",Bethell Construction Ltd,,
Manchester City Council,Corporate Services,External repairs and maintenance for buildings,24.07.2018,5100986386,"£59,413.65",Engie Regeration Limited t/a,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,24.07.2018,5100987035,"£57,300.00",Purcell Miller Tritton LLP,,
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,24.07.2018,5100986813,"£53,145.71",Manchester Working Ltd,,
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,24.07.2018,5100986817,"£47,583.29",Manchester Working Ltd,,
Manchester City Council,Housing Revenue Account,Council Dwelling Fees,24.07.2018,5100986990,"£45,605.48",Northwards Housing Limited,,
Manchester City Council,Environment and Operations,Construction Works,24.07.2018,5100986657,"£44,797.20",Bethell Construction Ltd,,
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,24.07.2018,5100986811,"£44,011.52",Manchester Working Ltd,,
Manchester City Council,Environment and Operations,Construction Works,24.07.2018,5100986659,"£41,869.12",Bethell Construction Ltd,,
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,24.07.2018,5100986819,"£41,725.19",Manchester Working Ltd,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,24.07.2018,5100987096,"£39,047.58",Conlon Construction Ltd,,
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,24.07.2018,5100986927,"£35,000.00",Gardiner & Theobald LLP,,
Manchester City Council,Environment and Operations,Infrastructure - Adaptations,24.07.2018,5100987365,"£33,623.10",Clearway Drainage Systems Ltd,,
Manchester City Council,Adult Social Care,Supporting People Payments,24.07.2018,5100986604,"£31,750.00",Centrepoint-YPSF,,
Manchester City Council,Adult Social Care,Supporting People Payments,24.07.2018,5100986856,"£31,750.00",Centrepoint-YPSF,,
Manchester City Council,Manchester Leisure,Third party payments to other Local Authorities,24.07.2018,5100986783,"£30,319.00",Path Yorkshire,,
Manchester City Council,Regeneration Finance,Security,24.07.2018,5100983508,"£29,235.00",Wythenshawe Community Housing Group,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,24.07.2018,5100987023,"£29,160.00",Faithful & Gould Ltd,,
