Body Name,Service Area,Expenses Type,Invoice Payment Date,Transaction Number,Net Amount,Supplier Name,,,
Manchester City Council,Highways Services,Compensation Payments,17.11.2017,1905820005,"£3,304.00",Simpson Millar LLP,,,
Manchester City Council,Chief Executives,Compensation Payments,17.11.2017,5100948680,"£5,500.00",Redacted Personal Information,,,
Manchester City Council,Regeneration Finance,Rents,17.11.2017,1905828385,"£2,086.00",Pinsent Masons LLP,,,
Manchester City Council,Regeneration Finance,Professional fees,17.11.2017,5100947584,"£23,480.82",Cruden Group Ltd,,,
Manchester City Council,Regeneration Finance,Professional fees,17.11.2017,5100947439,"£5,418.50",The Carbon and Energy Fund Ltd,,,
Manchester City Council,Regeneration Finance,Professional fees,17.11.2017,5100947897,"£5,418.50",The Carbon and Energy Fund Ltd,,,
Manchester City Council,Regeneration Finance,Service Charges Income,17.11.2017,1905828372,"£15,531.95",Workman LLP,,,
Manchester City Council,Adult Social Care,Compensation Payments,17.11.2017,1905818680,"£7,800.00",Pearson Hinchliffe Solicitors,,,
Manchester City Council,Highways Services,Rents,17.11.2017,5100947906,"£26,049.10",National Car Parks Ltd Season Ticke,,,
Manchester City Council,Highways Services,Routine Vehicle Repairs and Maintenance - External,17.11.2017,5100948582,"£7,995.00",WSP UK Ltd,,,
Manchester City Council,Highways Services,Routine Vehicle Repairs and Maintenance - External,17.11.2017,5100948583,"-£7,995.00",WSP UK Ltd,,,
Manchester City Council,Highways Services,Payments to Sub-Contractors,17.11.2017,5100948888,"£32,277.56",Clearway Drainage Systems Ltd,,,
Manchester City Council,Highways Services,Hire of Machinery,17.11.2017,5100948486,"-£1,012.50",R & M Developments Ltd,,,
Manchester City Council,Highways Services,Hire of Equipment,17.11.2017,5100948071,"£17,325.00",City Illuminations Ltd,,,
Manchester City Council,Highways Services,Grant Payments,17.11.2017,5100947580,"£5,280.00",Bike Right,,,
Manchester City Council,Highways Services,Grant Payments,17.11.2017,5100947581,"£5,280.00",Bike Right,,,
Manchester City Council,Highways Services,Professional fees,17.11.2017,5100948574,"£1,050.00",Transport for Greater Manchester,,,
Manchester City Council,Highways Services,Compensation Payments,17.11.2017,1905818620,"£4,650.00",JMR Solicoitors,,,
Manchester City Council,Highways Services,Purchase of stores for re-distribution,17.11.2017,5100947590,"£2,240.00",Instarmac Group Ltd,,,
Manchester City Council,Highways Services,Payments to Contractors,17.11.2017,5100947907,"£11,711.18",National Car Parks Ltd Season Ticke,,,
Manchester City Council,Manchester Leisure,Refuse Collection,20.11.2017,5100947904,"£1,112,382.94",Biffa Municipal Limited,,,
Manchester City Council,Manchester Leisure,Equipment,20.11.2017,5100948060,£600.00,Groundwork Landscapes Ltd,,,
Manchester City Council,Manchester Leisure,Equipment,20.11.2017,5100947792,£650.00,Groundwork & Leisure Services Ltd,,,
Manchester City Council,Manchester Leisure,Equipment,20.11.2017,5100948791,"£1,150.00",Manchester Sunday Football Assoc,,,
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,20.11.2017,5100948355,"£1,776.60",Ramora Ltd,,,
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,20.11.2017,5100948353,£687.96,Ramora Ltd,,,
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,20.11.2017,5100948803,"£6,395.00",Arboricultural Services Treework,,,
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,20.11.2017,5100948805,£960.00,Arboricultural Services Treework,,,
Manchester City Council,Manchester Leisure,Hire of Equipment,20.11.2017,5100948801,£890.00,Alba Service & Supply Ltd,,,
Manchester City Council,Manchester Leisure,Hire of Equipment,20.11.2017,5100948681,"£5,174.00",Lightmedia Displays Ltd,,,
Manchester City Council,Manchester Leisure,Grant Payments,20.11.2017,5100948944,"£11,836.00",4CT Limited,,,
Manchester City Council,Manchester Leisure,Printing,20.11.2017,5100947934,"£1,437.66",Xerox Global Outsourcing,,,
Manchester City Council,Manchester Leisure,Printing,20.11.2017,5100948122,"£1,406.91",Xerox Global Outsourcing,,,
Manchester City Council,Manchester Leisure,Professional fees,20.11.2017,5100949028,£500.00,Manchester Central,,,
Manchester City Council,Manchester Leisure,Professional fees,20.11.2017,5100948814,"£7,660.50",Hatton Traffic Management Ltd,,,
Manchester City Council,Manchester Leisure,Professional fees,20.11.2017,5100948814,"£4,602.70",Hatton Traffic Management Ltd,,,
Manchester City Council,Manchester Leisure,Professional fees,20.11.2017,5100948814,"£3,546.20",Hatton Traffic Management Ltd,,,
Manchester City Council,Manchester Leisure,Courier Costs,20.11.2017,5100948879,£635.00,Aztek International Freight Ltd,,,
Manchester City Council,Manchester Leisure,I T Provision,20.11.2017,5100942202,"£1,144.50",Compass Computer Consultants Ltd,,,
Manchester City Council,Manchester Leisure,I T Provision,20.11.2017,5100947876,"£1,090.00",Computeam Limited,,,
Manchester City Council,Manchester Leisure,Subsistence and Conference Expenses,20.11.2017,5100948858,£722.80,Pearson Education Ltd,,,
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,20.11.2017,5100947869,"£11,410.50",Caritas - Talk English Project,,,
Manchester City Council,Manchester Leisure,Library Materials Acquisition,20.11.2017,1905829552,"£1,387.00",Dandy Booksellers,,,
Manchester City Council,Manchester Leisure,Special Events,20.11.2017,5100948012,£775.00,Utilities Design & Planning Ltd,,,
Manchester City Council,Manchester Leisure,Special Events,20.11.2017,5100948728,"£1,949.00",Silverback Events Limited,,,
Manchester City Council,Manchester Leisure,Third party payments to other Local Authorities,20.11.2017,5100948259,£912.00,Open Awards,,,
Manchester City Council,Hospitality + Trading Services,Vehicle Fuel Costs,20.11.2017,5100948446,"£17,466.37",Carlton Fuels Ltd,,,
Manchester City Council,Hospitality + Trading Services,Vehicle Repairs,20.11.2017,5100947940,"£1,577.28",LDS Motor Bodies Ltd,,,
Manchester City Council,Hospitality + Trading Services,Vehicle Repairs,20.11.2017,5100947945,£963.86,LDS Motor Bodies Ltd,,,
Manchester City Council,Hospitality + Trading Services,Vehicle Repairs,20.11.2017,5100947937,£754.16,LDS Motor Bodies Ltd,,,
Manchester City Council,Hospitality + Trading Services,Vehicle Repairs,20.11.2017,5100949073,£500.00,LDS Motor Bodies Ltd,,,
Manchester City Council,Hospitality + Trading Services,Vehicle Repairs,20.11.2017,5100948783,"£2,071.25",Advanced Vehicle Technicians Ltd,,,
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,20.11.2017,5100948912,"£1,038.50",R & M Developments Ltd,,,
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,20.11.2017,5100948925,"£1,038.50",R & M Developments Ltd,,,
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,20.11.2017,5100948934,"£1,038.50",R & M Developments Ltd,,,
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,20.11.2017,5100948910,"£1,012.50",R & M Developments Ltd,,,
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,20.11.2017,5100948923,"£1,012.50",R & M Developments Ltd,,,
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,20.11.2017,5100948911,£830.80,R & M Developments Ltd,,,
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,20.11.2017,5100948932,£730.80,R & M Developments Ltd,,,
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,20.11.2017,5100948918,£717.17,R & M Developments Ltd,,,
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,20.11.2017,5100948921,£623.10,R & M Developments Ltd,,,
Manchester City Council,Hospitality + Trading Services,Courier Costs,20.11.2017,5100949055,"£3,332.00",Scalamander Business Services Ltd,,,
Manchester City Council,Environment and Operations,Construction Works,20.11.2017,5100948434,"£1,057,812.25",Amey Highways Lighting (Manchester),,,
Manchester City Council,Environment and Operations,Construction Works,20.11.2017,5100948690,"-£1,057,812.25",Amey Highways Lighting (Manchester),,,
Manchester City Council,Environment and Operations,Construction Works,20.11.2017,5100948158,"£2,640.00",Wilde Consultants Ltd,,,
Manchester City Council,Adult Social Care,Transport Coach Hire,20.11.2017,5100947707,"£1,666.00",Cresta Car Hire,,,
Manchester City Council,Adult Social Care,Transport Coach Hire,20.11.2017,5100947709,"£1,212.10",Cresta Car Hire,,,
Manchester City Council,Adult Social Care,Transport Coach Hire,20.11.2017,5100947743,£748.00,Cresta Car Hire,,,
Manchester City Council,Adult Social Care,Transport Coach Hire,20.11.2017,5100947746,£732.00,Cresta Car Hire,,,
Manchester City Council,Adult Social Care,Transport Coach Hire,20.11.2017,5100947742,£676.00,Cresta Car Hire,,,
Manchester City Council,Adult Social Care,Transport Coach Hire,20.11.2017,5100947751,£612.00,Cresta Car Hire,,,
Manchester City Council,Adult Social Care,Equipment,20.11.2017,5100948313,£752.00,Bentley Fielden Ltd,,,
Manchester City Council,Adult Social Care,Equipment,20.11.2017,5100948363,"£1,677.00",Drive Devilbiss Healthcare Ltd,,,
Manchester City Council,Adult Social Care,Equipment,20.11.2017,5100948365,"£1,562.00",Drive Devilbiss Healthcare Ltd,,,
Manchester City Council,Adult Social Care,Professional fees,20.11.2017,5100948383,"£14,400.00",Capita Business Services Ltd,,,
Manchester City Council,Adult Social Care,Professional fees,20.11.2017,5100948382,"£6,145.00",Capita Business Services Ltd,,,
Manchester City Council,Adult Social Care,Professional fees,20.11.2017,5100948229,"£3,560.00",Peopletoo Ltd,,,
Manchester City Council,Adult Social Care,Professional fees,20.11.2017,5100948001,"£3,115.00",Peopletoo Ltd,,,
Manchester City Council,Adult Social Care,Private Finance and Public Private partnership initiatives,20.11.2017,5100946320,"£76,822.53",NU3PS,,,
Manchester City Council,Adult Social Care,Funeral and coroner related services,20.11.2017,5100947871,"£1,354.00",Greater Manchester Funeral Service,,,
Manchester City Council,Adult Social Care,Bed and Breakfast Accommodation Expenditure,20.11.2017,5100948295,"£16,958.00",Redacted Personal Information,,,
Manchester City Council,Adult Social Care,Bed and Breakfast Accommodation Expenditure,20.11.2017,5100948119,"£2,486.83",K L Properties,,,
Manchester City Council,Adult Social Care,Third party payments to Health Authority,20.11.2017,5100946750,"£401,023.00",Greater Manchester Mental Health,,,
Manchester City Council,Adult Social Care,Third party payments to Health Authority,20.11.2017,5100949086,"£41,715.33",Brook,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,20.11.2017,5100947929,"£3,712.50",Chorlton Good Neighbours,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,20.11.2017,5100946683,"£1,950.00",People First Housing Association,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,20.11.2017,5100947336,"£1,950.00",People First Housing Association,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,20.11.2017,5100948286,"£1,950.00",Didsbury Good Neighbours Ltd,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,20.11.2017,5100947537,"£1,376.00",The Lesbian & Gay Foundation,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,20.11.2017,5100947536,£675.00,The Lesbian & Gay Foundation,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,20.11.2017,5100947959,"£1,500.00",Afro Carribean Care Group,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,20.11.2017,5100948003,"£1,500.00",Afro Carribean Care Group,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,20.11.2017,5100948840,£881.79,Arawak Walton Housing Association,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,20.11.2017,5100948840,£577.88,Arawak Walton Housing Association,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,20.11.2017,5100948840,£557.80,Arawak Walton Housing Association,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,20.11.2017,5100948135,"£2,625.00",Wai Yin Society,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,20.11.2017,5100948141,"£2,424.00",Wai Yin Society,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,20.11.2017,5100948140,"£2,250.00",Wai Yin Society,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,20.11.2017,5100947189,"£4,275.00",Caritas Diocese of Salford,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,20.11.2017,5100946588,£900.00,Tree Of Life Centre Wythenshawe,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,20.11.2017,5100948686,"£4,390.00",Independent Choices Gtr Manchester,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,20.11.2017,5100948435,"£1,520.25",4CT Limited,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,20.11.2017,5100947075,"£2,175.00",Burnage Good Neighbours,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,20.11.2017,5100947961,"£4,708.00",Greater Manchester Youth,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,20.11.2017,5100946229,"£1,500.00",Somali Adult Social Care Agency,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,20.11.2017,5100946246,"£1,583.00",Levenshulme Good Neighbours,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,20.11.2017,5100948908,"£1,392.05",Wythenshawe Community Housing Group,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,20.11.2017,5100948907,£791.09,Wythenshawe Community Housing Group,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,20.11.2017,5100946243,£668.00,The Generation Project,,,
Manchester City Council,Adult Social Care,Payments for services,20.11.2017,5100948475,£500.00,Randstad Education,,,
