Body Name,Service Area,Expenses Type,Invoice Payment Date,Transaction Number,Net Amount,Supplier Name,,,,,,
Manchester City Council,Housing Revenue Account,Private Finance and Public Private partnership initiatives,19.12.2018,5101009870,"£1,330,565.23",Renaissance Miles Platting Ltd,,,,,,
Manchester City Council,Housing Revenue Account,Private Finance and Public Private partnership initiatives,19.12.2018,5101010147,"£32,013.45",Manchester Energy Company Limited,,,,,,
Manchester City Council,Housing Revenue Account,Investment Properties - Acquisition,19.12.2018,1906312200,"£486,846.00",Taylor Wimpey Manchester,,,,,,
Manchester City Council,Chief Executives,Agency staff provision,19.12.2018,5101009473,"£3,418.90",Ashberry Recruitment Ltd,,,,,,
Manchester City Council,Chief Executives,Agency staff provision,19.12.2018,5101010080,"£1,190.00",Redacted Personal Information,,,,,,
Manchester City Council,Chief Executives,Agency staff provision,19.12.2018,5101010079,"£1,155.00",Redacted Personal Information,,,,,,
Manchester City Council,Chief Executives,Agency staff provision,19.12.2018,5101010082,"£1,085.00",Redacted Personal Information,,,,,,
Manchester City Council,Chief Executives,Agency staff provision,19.12.2018,5101010081,£962.50,Redacted Personal Information,,,,,,
Manchester City Council,Chief Executives,Training and Development,19.12.2018,5101009801,"£1,180.43",ServiceNow UK Ltd,,,,,,
Manchester City Council,Chief Executives,Equipment,19.12.2018,5101010163,"£9,983.31",Xerox (Uk) Ltd,,,,,,
Manchester City Council,Chief Executives,Equipment,19.12.2018,5101009714,£573.85,Back Care Solutions Ltd,,,,,,
Manchester City Council,Chief Executives,Payments to Sub-Contractors,19.12.2018,5101010172,"£2,044.57",Redacted Personal Information,,,,,,
Manchester City Council,Chief Executives,Payments to Sub-Contractors,19.12.2018,5101010146,"£1,176.17",Redacted Personal Information,,,,,,
Manchester City Council,Chief Executives,Payments to Sub-Contractors,19.12.2018,5101010068,£930.36,Redacted Personal Information,,,,,,
Manchester City Council,Chief Executives,Payments to Sub-Contractors,19.12.2018,5101010232,£788.05,T/A Janus,,,,,,
Manchester City Council,Chief Executives,Payments to Sub-Contractors,19.12.2018,5101010171,£774.00,Redacted Personal Information,,,,,,
Manchester City Council,Chief Executives,Payments to Sub-Contractors,19.12.2018,5101010127,£630.00,Redacted Personal Information,,,,,,
Manchester City Council,Chief Executives,Payments to Sub-Contractors,19.12.2018,5101010167,£504.25,Redacted Personal Information,,,,,,
Manchester City Council,Chief Executives,Payments to Sub-Contractors,19.12.2018,5101010212,£503.57,Redacted Personal Information,,,,,,
Manchester City Council,Chief Executives,Printing,19.12.2018,5101010324,"£5,072.99",Ricoh UK Ltd.,,,,,,
Manchester City Council,Chief Executives,Professional fees,19.12.2018,5101009963,£995.00,Esteem,,,,,,
Manchester City Council,Chief Executives,Subsistence and Conference Expenses,19.12.2018,5101006928,"£1,850.00",North West Employers Ltd,,,,,,
Manchester City Council,Chief Executives,Advertising,19.12.2018,5101009957,"£1,997.50",Global Radio Services Ltd,,,,,,
Manchester City Council,Chief Executives,Advertising,19.12.2018,5101009953,"£1,275.00",Global Radio Services Ltd,,,,,,
Manchester City Council,Chief Executives,Advertising,19.12.2018,5101010215,£915.00,The Law Society,,,,,,
Manchester City Council,Chief Executives,Advertising,19.12.2018,5101010217,£795.00,The Law Society,,,,,,
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,19.12.2018,5101010024,£621.60,Keelagher Okey Associates Ltd t/a,,,,,,
Manchester City Council,Regeneration Finance,Internal Repairs and Maintenance for buildings,19.12.2018,5101009990,"£32,149.21",Manchester Working Ltd,,,,,,
Manchester City Council,Regeneration Finance,External repairs and maintenance for buildings,19.12.2018,5101010013,"£14,841.35",Manchester Working Ltd,,,,,,
Manchester City Council,Regeneration Finance,Preventative Maintenance Work,19.12.2018,5101009985,"£10,019.00",Manchester Working Ltd,,,,,,
Manchester City Council,Regeneration Finance,Rents,19.12.2018,5101010065,"£38,204.78",Wythenshawe Forum Trust Ltd,,,,,,
Manchester City Council,Regeneration Finance,Grounds Maintenance Costs,19.12.2018,5101010026,"£5,625.00",Countrywide Grounds Maintenance Ltd,,,,,,
Manchester City Council,Regeneration Finance,Grounds Maintenance Costs,19.12.2018,5101010040,"£5,625.00",Countrywide Grounds Maintenance Ltd,,,,,,
Manchester City Council,Regeneration Finance,Grounds Maintenance Costs,19.12.2018,5101010035,"£3,150.00",Countrywide Grounds Maintenance Ltd,,,,,,
Manchester City Council,Regeneration Finance,Grounds Maintenance Costs,19.12.2018,5101010048,"£3,150.00",Countrywide Grounds Maintenance Ltd,,,,,,
Manchester City Council,Regeneration Finance,Grounds Maintenance Costs,19.12.2018,5101010031,£850.00,Countrywide Grounds Maintenance Ltd,,,,,,
Manchester City Council,Regeneration Finance,Grounds Maintenance Costs,19.12.2018,5101010028,£650.00,Countrywide Grounds Maintenance Ltd,,,,,,
Manchester City Council,Regeneration Finance,Grounds Maintenance Costs,19.12.2018,5101010046,£550.00,Countrywide Grounds Maintenance Ltd,,,,,,
Manchester City Council,Regeneration Finance,Grounds Maintenance Costs,19.12.2018,5101010052,£550.00,Countrywide Grounds Maintenance Ltd,,,,,,
Manchester City Council,Regeneration Finance,Grounds Maintenance Costs,19.12.2018,5101010038,£500.00,Countrywide Grounds Maintenance Ltd,,,,,,
Manchester City Council,Regeneration Finance,Grounds Maintenance Costs,19.12.2018,5101010042,£500.00,Countrywide Grounds Maintenance Ltd,,,,,,
Manchester City Council,Regeneration Finance,Vehicle Parts and Spares,19.12.2018,5101010137,£574.20,Ezitracker,,,,,,
Manchester City Council,Regeneration Finance,Stationery,19.12.2018,5101010180,£573.94,Banner Group Limited,,,,,,
Manchester City Council,Highways Services,Payments to Sub-Contractors,19.12.2018,5101010219,"£5,062.23",Utilities Design & Planning Ltd,,,,,,
Manchester City Council,Highways Services,Payments to Sub-Contractors,19.12.2018,5101010032,"£1,562.68",Northern Marking Limited,,,,,,
Manchester City Council,Highways Services,Professional fees,19.12.2018,5101010062,"£11,041.50",Vaisala Ltd,,,,,,
Manchester City Council,Highways Services,Professional fees,19.12.2018,5101009639,"£3,989.13",Waterman Aspen Ltd,,,,,,
Manchester City Council,Highways Services,Professional fees,19.12.2018,5101009637,"£3,450.00",Waterman Aspen Ltd,,,,,,
Manchester City Council,Highways Services,Professional fees,19.12.2018,5101009641,"£1,903.50",Waterman Aspen Ltd,,,,,,
Manchester City Council,Highways Services,Collection Commission,19.12.2018,5101010151,"£12,292.32",Verrus (UK) T/A paybyphone,,,,,,
Manchester City Council,Highways Services,I T Provision,19.12.2018,5100992748,£678.73,HPI Ltd,,,,,,
Manchester City Council,Highways Services,Compensation Payments,19.12.2018,1906306862,"£8,500.00",Thompsons Solicitors,,,,,,
Manchester City Council,Manchester Leisure,External repairs and maintenance for buildings,20.12.2018,5101010294,"£20,289.59",G & J Seddon Ltd,,,,,,
Manchester City Council,Manchester Leisure,External repairs and maintenance for buildings,20.12.2018,5101010294,"£4,254.02",G & J Seddon Ltd,,,,,,
Manchester City Council,Manchester Leisure,Electricity,20.12.2018,1906312949,"£3,040.27",Scottish & Southern Energy Plc,,,,,,
Manchester City Council,Manchester Leisure,Electricity,20.12.2018,1906312968,"£2,072.48",Scottish & Southern Energy Plc,,,,,,
Manchester City Council,Manchester Leisure,Electricity,20.12.2018,1906312948,"£2,070.97",Scottish & Southern Energy Plc,,,,,,
Manchester City Council,Manchester Leisure,Electricity,20.12.2018,1906312947,"£1,822.39",Scottish & Southern Energy Plc,,,,,,
Manchester City Council,Manchester Leisure,Electricity,20.12.2018,1906312950,"£1,570.69",Scottish & Southern Energy Plc,,,,,,
Manchester City Council,Manchester Leisure,Electricity,20.12.2018,1906313008,"£1,261.26",Scottish & Southern Energy Plc,,,,,,
Manchester City Council,Manchester Leisure,Electricity,20.12.2018,1906312917,"£1,155.10",Scottish & Southern Energy Plc,,,,,,
Manchester City Council,Manchester Leisure,Electricity,20.12.2018,1906312914,"£1,070.48",Scottish & Southern Energy Plc,,,,,,
Manchester City Council,Manchester Leisure,Electricity,20.12.2018,1906313298,£982.85,Npower,,,,,,
Manchester City Council,Manchester Leisure,Electricity,20.12.2018,1906312967,£729.97,Scottish & Southern Energy Plc,,,,,,
Manchester City Council,Manchester Leisure,Electricity,20.12.2018,1906313294,£627.87,Npower,,,,,,
Manchester City Council,Manchester Leisure,Catering,20.12.2018,5101010248,£824.73,Manchester City Galleries Dev Co,,,,,,
Manchester City Council,Manchester Leisure,Professional fees,20.12.2018,5101010387,"£1,500.00",Redacted Personal Information,,,,,,
Manchester City Council,Manchester Leisure,Professional fees,20.12.2018,5101010337,£984.30,Universal Live,,,,,,
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,20.12.2018,5101010332,£500.00,Friends of Fallowfield,,,,,,
Manchester City Council,Manchester Leisure,Goods purchased for resale in Council outlets,20.12.2018,5101009930,"£2,226.90",Kikkerland Europe BV,,,,,,
Manchester City Council,Manchester Leisure,Library Materials Acquisition,20.12.2018,1906306791,£844.65,Askews and Holts,,,,,,
Manchester City Council,Manchester Leisure,Library Materials Acquisition,20.12.2018,1906306787,£836.35,Askews and Holts,,,,,,
Manchester City Council,Manchester Leisure,Library Materials Acquisition,20.12.2018,1906306784,£647.24,Askews and Holts,,,,,,
Manchester City Council,Manchester Leisure,Payments for services,20.12.2018,5101010195,"£1,450.00",HCA International Ltd,,,,,,
Manchester City Council,Hospitality + Trading Services,Gas,20.12.2018,1906313341,"£2,713.85",Gazprom Energy,,,,,,
Manchester City Council,Hospitality + Trading Services,Gas,20.12.2018,1906313380,"£1,921.53",Gazprom Energy,,,,,,
Manchester City Council,Hospitality + Trading Services,Electricity,20.12.2018,1906313310,"£36,844.43",Npower,,,,,,
Manchester City Council,Hospitality + Trading Services,Electricity,20.12.2018,1906313258,"£17,516.16",Npower,,,,,,
Manchester City Council,Hospitality + Trading Services,Electricity,20.12.2018,1906313285,"£7,166.76",Npower,,,,,,
Manchester City Council,Hospitality + Trading Services,Electricity,20.12.2018,1906312894,"£4,260.87",Scottish & Southern Energy Plc,,,,,,
Manchester City Council,Hospitality + Trading Services,Electricity,20.12.2018,1906313334,"£3,572.00",Npower,,,,,,
Manchester City Council,Hospitality + Trading Services,Electricity,20.12.2018,1906313307,"£2,598.21",Npower,,,,,,
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,20.12.2018,5101010250,"£1,038.50",R & M Developments Ltd,,,,,,
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,20.12.2018,5101010253,"£1,038.50",R & M Developments Ltd,,,,,,
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,20.12.2018,5101010254,"£1,012.50",R & M Developments Ltd,,,,,,
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,20.12.2018,5101010395,"£1,012.50",R & M Developments Ltd,,,,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,20.12.2018,1906313609,£736.32,Brake Bros Foodservice Ltd,,,,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,20.12.2018,1906313600,£560.82,Brake Bros Foodservice Ltd,,,,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,20.12.2018,1906313543,£539.53,Brake Bros Foodservice Ltd,,,,,,
Manchester City Council,Hospitality + Trading Services,Expenditure re Internal Trading Ordered Externally,20.12.2018,5101010325,"£1,574.40",Holden Media Ltd,,,,,,
Manchester City Council,Hospitality + Trading Services,Legal Fees,20.12.2018,5101010257,£750.00,Redacted Personal Information,,,,,,
Manchester City Council,Adult Social Care,Gas,20.12.2018,1906313410,"£1,022.70",Gazprom Energy,,,,,,
Manchester City Council,Adult Social Care,Gas,20.12.2018,1906313505,£829.44,Gazprom Energy,,,,,,
Manchester City Council,Adult Social Care,Gas,20.12.2018,1906313428,£751.15,Gazprom Energy,,,,,,
Manchester City Council,Adult Social Care,Gas,20.12.2018,1906313473,£502.34,Gazprom Energy,,,,,,
Manchester City Council,Adult Social Care,Electricity,20.12.2018,1906312920,"£2,614.50",Scottish & Southern Energy Plc,,,,,,
Manchester City Council,Adult Social Care,Electricity,20.12.2018,1906313318,"£1,965.32",Npower,,,,,,
Manchester City Council,Adult Social Care,Electricity,20.12.2018,1906313011,"£1,285.61",Scottish & Southern Energy Plc,,,,,,
Manchester City Council,Adult Social Care,Electricity,20.12.2018,1906313016,"£1,261.64",Scottish & Southern Energy Plc,,,,,,
Manchester City Council,Adult Social Care,Electricity,20.12.2018,5101010369,"£1,204.95",Brighter Beginnings (Newton Heath),,,,,,
Manchester City Council,Adult Social Care,Electricity,20.12.2018,1906312874,"£1,196.91",Scottish & Southern Energy Plc,,,,,,
Manchester City Council,Adult Social Care,Electricity,20.12.2018,1906312908,"£1,188.44",Scottish & Southern Energy Plc,,,,,,
Manchester City Council,Adult Social Care,Electricity,20.12.2018,1906313331,"£1,148.83",Npower,,,,,,
Manchester City Council,Adult Social Care,Electricity,20.12.2018,1906313304,"£1,125.49",Npower,,,,,,
Manchester City Council,Adult Social Care,Electricity,20.12.2018,1906313270,£987.19,Npower,,,,,,
Manchester City Council,Adult Social Care,Electricity,20.12.2018,1906313013,£932.55,Scottish & Southern Energy Plc,,,,,,
Manchester City Council,Adult Social Care,Electricity,20.12.2018,1906313060,£926.43,Scottish & Southern Energy Plc,,,,,,
Manchester City Council,Adult Social Care,Electricity,20.12.2018,1906313315,£919.25,Npower,,,,,,
Manchester City Council,Adult Social Care,Electricity,20.12.2018,1906312880,£904.55,Scottish & Southern Energy Plc,,,,,,
Manchester City Council,Adult Social Care,Electricity,20.12.2018,1906313332,£894.01,Npower,,,,,,
Manchester City Council,Adult Social Care,Electricity,20.12.2018,1906312893,£882.84,Scottish & Southern Energy Plc,,,,,,
Manchester City Council,Adult Social Care,Electricity,20.12.2018,1906312907,£882.43,Scottish & Southern Energy Plc,,,,,,
Manchester City Council,Adult Social Care,Electricity,20.12.2018,1906312971,£860.41,Scottish & Southern Energy Plc,,,,,,
Manchester City Council,Adult Social Care,Electricity,20.12.2018,1906312946,£853.32,Scottish & Southern Energy Plc,,,,,,
Manchester City Council,Adult Social Care,Electricity,20.12.2018,1906313333,£804.38,Npower,,,,,,
Manchester City Council,Adult Social Care,Electricity,20.12.2018,1906312891,£797.57,Scottish & Southern Energy Plc,,,,,,
Manchester City Council,Adult Social Care,Electricity,20.12.2018,1906312902,£753.63,Scottish & Southern Energy Plc,,,,,,
Manchester City Council,Adult Social Care,Electricity,20.12.2018,1906312998,£731.85,Scottish & Southern Energy Plc,,,,,,
Manchester City Council,Adult Social Care,Electricity,20.12.2018,1906313061,£689.96,Scottish & Southern Energy Plc,,,,,,
Manchester City Council,Adult Social Care,Electricity,20.12.2018,1906312958,£657.78,Scottish & Southern Energy Plc,,,,,,
