Body Name,Service Area,Expenses Type,Invoice Payment Date,Transaction Number,Net Amount,Supplier Name,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",16.12.2021,1907488199,£558.00,HOTEL AT BOOKING.COM,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",16.12.2021,1907488351,£545.00,HOTEL AT BOOKING.COM,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",16.12.2021,1907488695,£518.00,HOTEL AT BOOKING.COM,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",16.12.2021,1907488774,-£820.00,HOTEL AT BOOKING.COM,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",16.12.2021,1907487882,£757.00,HOTEL IBIS,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",16.12.2021,1907488031,£628.00,HOTEL IBIS,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",16.12.2021,1907488266,"£7,200.00",JOTS CONSULTANCY LTD,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",16.12.2021,1907487961,"£3,000.00",JOTS CONSULTANCY LTD,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",16.12.2021,1907488252,"£3,000.00",JOTS CONSULTANCY LTD,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",16.12.2021,1907488768,"£3,000.00",JOTS CONSULTANCY LTD,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",16.12.2021,1907487822,"£2,400.00",JOTS CONSULTANCY LTD,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",16.12.2021,1907487853,"£2,400.00",JOTS CONSULTANCY LTD,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",16.12.2021,1907488664,"£2,400.00",JOTS CONSULTANCY LTD,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",16.12.2021,1907488671,"£2,400.00",JOTS CONSULTANCY LTD,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",16.12.2021,1907488753,"£2,400.00",JOTS CONSULTANCY LTD,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",16.12.2021,1907488480,"£2,940.00",MILTON MANCHESTER HOTE,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",16.12.2021,1907488528,"£1,371.00",NOVUM MANAGEMENT GMBH,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",16.12.2021,1907487995,"£1,075.73",NOVUM MANAGEMENT GMBH,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",16.12.2021,1907487812,£625.00,NOVUM MANAGEMENT GMBH,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",16.12.2021,1907487735,"£1,050.00",PARK CITY HOTEL,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",16.12.2021,1907487743,£700.00,PARK CITY HOTEL,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",16.12.2021,1907488626,£525.00,PARK CITY HOTEL,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",16.12.2021,1907488197,£770.00,PARK VIEW RESIDENCE,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",16.12.2021,1907488541,£770.00,PARK VIEW RESIDENCE,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",16.12.2021,1907488557,£770.00,PARK VIEW RESIDENCE,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",16.12.2021,1907488560,£770.00,PARK VIEW RESIDENCE,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",16.12.2021,1907485505,£670.00,R Woodruff & Sons,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",16.12.2021,1907488685,"£3,000.00",REGENCY GUESTHOUSE,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",16.12.2021,1907488729,"£1,417.40",S AND S SALES MCR LTD,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",16.12.2021,1907487842,£972.40,STAYCITY,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",16.12.2021,1907487836,£884.00,STAYCITY,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",16.12.2021,1907488658,"£1,123.20",STAYCITY MANCHESTER LI,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",16.12.2021,1907488683,"£1,123.20",STAYCITY MANCHESTER LI,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",16.12.2021,1907488401,"£1,000.00",SUMUP  *STUDENT LIVING MA,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",16.12.2021,1907488407,"£1,000.00",SUMUP  *STUDENT LIVING MA,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",16.12.2021,1907488438,"£1,000.00",SUMUP  *STUDENT LIVING MA,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",16.12.2021,1907488158,£840.00,TRIVELLES ECCLES HOTEL,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",16.12.2021,1907488165,£770.00,TRIVELLES ECCLES HOTEL,,,,
Manchester City Council,Adult Social Care,Funeral and coroner related services,16.12.2021,5105791281,"£1,435.00",Greater Manchester Funeral Service,,,,
Manchester City Council,Adult Social Care,Bed & Breakfast Acc,16.12.2021,5105791240,"£21,033.00",Redacted Personal Information,,,,
Manchester City Council,Adult Social Care,Bed & Breakfast Acc,16.12.2021,5105791261,"£20,829.00",Redacted Personal Information,,,,
Manchester City Council,Adult Social Care,Bed & Breakfast Acc,16.12.2021,5105791263,"£19,749.00",Redacted Personal Information,,,,
Manchester City Council,Adult Social Care,Bed & Breakfast Acc,16.12.2021,5105791243,"£11,373.00",Redacted Personal Information,,,,
Manchester City Council,Adult Social Care,Bed & Breakfast Acc,16.12.2021,5105791368,"£36,211.50",Redacted Personal Information,,,,
Manchester City Council,Adult Social Care,Third party payments to other Local Authorities,16.12.2021,5105791370,"£46,049.18",Stockport Metropolitan Borough,,,,
Manchester City Council,Adult Social Care,Third party payments to other Local Authorities,16.12.2021,5105791369,"£43,080.39",Stockport Metropolitan Borough,,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,16.12.2021,5105791199,"£14,576.99",Manchester Womens Aid,,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,16.12.2021,5105791200,"£14,576.91",Manchester Womens Aid,,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,16.12.2021,5105791190,"£3,333.35",Manchester Womens Aid,,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,16.12.2021,5105791191,"£3,333.33",Manchester Womens Aid,,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,16.12.2021,5105791320,"£1,808.19",Centrepoint-YPSF,,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,16.12.2021,5105791331,"£1,808.19",Centrepoint-YPSF,,,,
Manchester City Council,Adult Social Care,Payments for services,16.12.2021,5105791285,"£1,540.00",Kaleidoscope Project,,,,
Manchester City Council,Adult Social Care,Payments for services,16.12.2021,1907487768,£659.00,HOLIDAY INN P CARD ONLY,,,,
Manchester City Council,Adult Social Care,Payments for services,16.12.2021,1907488247,£742.00,Britannia Hotels PCARD ONLY,,,,
Manchester City Council,Adult Social Care,Payments for services,16.12.2021,1907487926,£702.00,Britannia Hotels PCARD ONLY,,,,
Manchester City Council,Adult Social Care,Payments for services,16.12.2021,1907487881,£651.00,Britannia Hotels PCARD ONLY,,,,
Manchester City Council,Adult Social Care,Payments for services,16.12.2021,1907487985,£632.00,Britannia Hotels PCARD ONLY,,,,
Manchester City Council,Adult Social Care,Payments for services,16.12.2021,1907488471,"£10,158.00",247HOTEL.COM,,,,
Manchester City Council,Adult Social Care,Payments for services,16.12.2021,1907488070,£584.00,AIRPORT HOTEL NORTHEND,,,,
Manchester City Council,Adult Social Care,Payments for services,16.12.2021,1907487843,£843.00,HOTEL AT BOOKING.COM,,,,
Manchester City Council,Adult Social Care,Payments for services,16.12.2021,1907487779,£636.00,HOTEL AT BOOKING.COM,,,,
Manchester City Council,Adult Social Care,Payments for services,16.12.2021,1907488262,£579.00,HOTEL IBIS,,,,
Manchester City Council,Adult Social Care,Payments for services,16.12.2021,1907488747,"£2,456.00",HOTEL MERCURE,,,,
Manchester City Council,Adult Social Care,Payments for services,16.12.2021,1907487929,£630.00,MILTON MANCHESTER HOTE,,,,
Manchester City Council,Adult Social Care,Payments for services,16.12.2021,1907487839,"£1,848.00",NORTHERN QUARTER,,,,
Manchester City Council,Adult Social Care,Payments for services,16.12.2021,1907488748,£775.00,PARK CITY HOTEL,,,,
Manchester City Council,Adult Social Care,Payments for services,16.12.2021,1907488756,£775.00,PARK CITY HOTEL,,,,
Manchester City Council,Adult Social Care,Payments for services,16.12.2021,1907488661,£770.00,PARK CITY HOTEL,,,,
Manchester City Council,Adult Social Care,Payments for services,16.12.2021,1907488672,£715.00,PARK CITY HOTEL,,,,
Manchester City Council,Adult Social Care,Payments for services,16.12.2021,1907488132,"£1,982.00",STAYCITY MANCHESTER LI,,,,
Manchester City Council,Adult Social Care,Supporting People Payments,16.12.2021,5105791242,"£25,421.41",Manchester Womens Aid,,,,
Manchester City Council,Adult Social Care,Personal needs of client,16.12.2021,5105791189,£715.00,Ethitec,,,,
Manchester City Council,Adult Social Care,Personal needs of client,16.12.2021,5105790387,"£1,695.00",Accora,,,,
Manchester City Council,Adult Social Care,Works and associated costs for Land and Buildings,16.12.2021,5105790183,"£739,789.51",Morgan Sindall C & I Ltd,,,,
Manchester City Council,Childrens Services,Building Works,16.12.2021,5105791215,"£192,000.00",Grange School Academy,,,,
Manchester City Council,Corporate Services,Training and Development,16.12.2021,5105791248,"£6,000.00",Life In Colour Coaching Limited,,,,
Manchester City Council,Corporate Services,Water - Metered,16.12.2021,1907487038,"£2,280.23",Anglian Water Business (National),,,,
Manchester City Council,Corporate Services,Professional fees,16.12.2021,5105791400,£600.00,Sir Frederick Snow & Partners Ltd,,,,
Manchester City Council,Corporate Services,Postage,16.12.2021,5105791309,"£8,109.10",Royal Mail Group Plc,,,,
Manchester City Council,Corporate Services,Postage,16.12.2021,5105791308,"£1,168.18",Royal Mail Group Plc,,,,
Manchester City Council,Corporate Services,Grant and subscriptions awarded,16.12.2021,5105791431,"£3,215.00",BCIS,,,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,16.12.2021,5105791246,"£2,175.00",Planit,,,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,16.12.2021,5105790150,"£245,802.13",VolkerStevin Limited,,,,
Manchester City Council,Corporate Services,Construction Works,16.12.2021,5105790921,"£25,527.32",Pomery Natural Stone Ltd,,,,
Manchester City Council,Corporate Services,Construction Works,16.12.2021,5105790899,"£25,284.45",Pomery Natural Stone Ltd,,,,
Manchester City Council,Housing General Fund,Building Works,16.12.2021,1907488808,"£166,009.42",One Manchester Limited,,,,
Manchester City Council,Housing General Fund,Building Works,16.12.2021,1907482212,£828.00,Redacted Personal Information,,,,
Manchester City Council,Housing General Fund,Surplus property Acquisitions,16.12.2021,1907488811,"£49,699.70",AIM LEGAL LIMITED,,,,
Manchester City Council,Housing Revenue Account,Professional fees,16.12.2021,5105791236,"-£4,395.00",Capita Property & Infras'ture Ltd,,,,
Manchester City Council,Housing Revenue Account,Removal and Storage of Furniture,16.12.2021,5105791264,£974.20,Master Moves Ltd,,,,
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,16.12.2021,5105791282,"£2,625.86",Rexel UK Ltd,,,,
Manchester City Council,Housing Revenue Account,Compensation Payments,16.12.2021,1907486436,"£12,750.00",Peasegoods,,,,
Manchester City Council,Chief Executives,Agency staff provision,16.12.2021,5105791463,"£1,944.00",Ashberry Recruitment Ltd,,,,
Manchester City Council,Chief Executives,Agency staff provision,16.12.2021,5105791465,"£1,944.00",Ashberry Recruitment Ltd,,,,
Manchester City Council,Chief Executives,Agency staff provision,16.12.2021,5105791466,"£1,944.00",Ashberry Recruitment Ltd,,,,
Manchester City Council,Chief Executives,Agency staff provision,16.12.2021,5105791468,"£1,944.00",Ashberry Recruitment Ltd,,,,
Manchester City Council,Chief Executives,Agency staff provision,16.12.2021,5105791235,£660.00,Isherwood Legal Limited,,,,
Manchester City Council,Chief Executives,Training and Development,16.12.2021,1907488421,"£1,345.00",WWW.PHOENIXHSC.CO.UK,,,,
Manchester City Council,Chief Executives,Equipment,16.12.2021,1907488330,£655.78,ZOOM.US 888-799-9666,,,,
Manchester City Council,Chief Executives,Payments to Sub-Contractors,16.12.2021,5105791239,£631.25,Redacted Personal Information,,,,
Manchester City Council,Chief Executives,Payments to Sub-Contractors,16.12.2021,5105791353,£605.00,Redacted Personal Information,,,,
Manchester City Council,Chief Executives,Payments to Sub-Contractors,16.12.2021,5105791238,£590.00,Redacted Personal Information,,,,
Manchester City Council,Chief Executives,Payments to Sub-Contractors,16.12.2021,5105791352,£582.50,Redacted Personal Information,,,,
Manchester City Council,Chief Executives,Printing,16.12.2021,5105791373,£961.00,Leeds Graphic Press Ltd,,,,
Manchester City Council,Chief Executives,Paper & Envelopes,16.12.2021,5105791351,"£2,461.22",Premier Paper Group Ltd,,,,
Manchester City Council,Chief Executives,Professional fees,16.12.2021,5105790561,"£10,535.30",Civica Election Services,,,,
Manchester City Council,Chief Executives,Professional fees,16.12.2021,1907488271,"£1,390.00",THE GIANT CARD & BALLO,,,,
Manchester City Council,Chief Executives,Postage,16.12.2021,5105790184,"£1,377.70",Royal Mail Group Plc,,,,
Manchester City Council,Chief Executives,Telecoms Equip,16.12.2021,5105791182,£767.35,Insight Direct (Uk) Ltd,,,,
Manchester City Council,Chief Executives,ICT Sup & Maintnance,16.12.2021,5105790348,£690.00,Finastra,,,,
Manchester City Council,Chief Executives,Grant and subscriptions awarded,16.12.2021,5105791181,"£375,000.00",Manchester International Festival,,,,
Manchester City Council,Chief Executives,Advertising,16.12.2021,5105791439,"£4,000.00",Clicky Media Ltd,,,,
Manchester City Council,Chief Executives,Advertising,16.12.2021,1907487734,£700.00,Facebook (CARD ONLY),,,,
Manchester City Council,Chief Executives,Advertising,16.12.2021,1907488359,£700.00,Facebook (CARD ONLY),,,,
Manchester City Council,Chief Executives,Advertising,16.12.2021,1907488635,£700.00,Facebook (CARD ONLY),,,,
Manchester City Council,Chief Executives,Advertising,16.12.2021,5105791433,"£1,431.00",MA Education Limited,,,,
Manchester City Council,Chief Executives,Internet access,16.12.2021,1907488101,£552.66,SP * LEISURE BARGAINS,,,,
Manchester City Council,Chief Executives,Personal needs of client,16.12.2021,5105789168,"£1,780.00",Cornflower Ltd,,,,
