Body Name,Service Area,Expenses Type,Invoice Payment Date,Transaction Number,Net Amount,Supplier Name,,,,
Manchester City Council,Regeneration Finance,Security,18.11.2021,5105758130,"£1,440.00",Video Receiving Centre Ltd,,,,
Manchester City Council,Regeneration Finance,Security,18.11.2021,5105786366,"£1,440.00",Video Receiving Centre Ltd,,,,
Manchester City Council,Regeneration Finance,Mobilephone Charges,18.11.2021,5105786649,"£5,882.56",Vodafone Corporate,,,,
Manchester City Council,Regeneration Finance,Mobilephone Charges,18.11.2021,5105786648,"£3,045.00",Vodafone Corporate,,,,
Manchester City Council,Regeneration Finance,Payments for services,18.11.2021,5105786583,"£5,195.00",Victoria Baths Trust,,,,
Manchester City Council,Highways Services,Electricity,18.11.2021,1907458653,"£1,354.10",Scottish & Southern Energy Plc,,,,
Manchester City Council,Highways Services,Water - Metered,18.11.2021,1907458341,"£2,460.32",Anglian Water Business (National),,,,
Manchester City Council,Highways Services,Building Materials for direct delivery,18.11.2021,5105786723,"£2,274.95",TARMAC,,,,
Manchester City Council,Highways Services,Building Materials for direct delivery,18.11.2021,5105786582,"£2,189.68",Compass Minerals UK Ltd,,,,
Manchester City Council,Highways Services,Building Materials for direct delivery,18.11.2021,5105786721,£789.76,TARMAC,,,,
Manchester City Council,Highways Services,Payments to Sub-Contractors,18.11.2021,5105786581,"£34,523.53",Rosgal Ltd,,,,
Manchester City Council,Highways Services,Payments to Sub-Contractors,18.11.2021,5105785393,"£11,660.00",J.Hopkins (Contractors) Ltd.,,,,
Manchester City Council,Highways Services,Payments to Sub-Contractors,18.11.2021,5105786550,"£5,471.33",Verrus (UK) T/A paybyphone,,,,
Manchester City Council,Highways Services,Payments to Sub-Contractors,18.11.2021,5105785394,"£2,128.50",J.Hopkins (Contractors) Ltd.,,,,
Manchester City Council,Highways Services,Professional fees,18.11.2021,5105786502,"£7,489.00",Mace Cost Consultancy Ltd,,,,
Manchester City Council,Highways Services,Compensation Payments,18.11.2021,1700126954,-£710.00,Redacted Personal Information,,,,
Manchester City Council,Collection Fund,Ctax - Preceptor Payments,18.11.2021,1907213000,"£3,034,884.00",GMCA,,,,
Manchester City Council,Collection Fund,Business Rates - Preceptor Payments,18.11.2021,1907213000,"£270,060.00",GMCA,,,,
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,19.11.2021,5105785989,"£1,200.00",Redgate Holdings Ltd,,,,
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,19.11.2021,5105786861,"£10,000.00",Manchester Alliance For,,,,
Manchester City Council,Manchester Leisure,Goods purchased for resale in Council outlets,19.11.2021,5105786779,£912.26,John Wiley & Sons Ltd,,,,
Manchester City Council,Manchester Leisure,Special Event,19.11.2021,1907464806,"£2,176.00",Redacted Personal Information,,,,
Manchester City Council,Manchester Leisure,Special Event,19.11.2021,1907451200,£570.00,The Image Group,,,,
Manchester City Council,Manchester Leisure,Works and associated costs for Land and Buildings,19.11.2021,5105786061,"£218,912.86",ISG Construction Limited,,,,
Manchester City Council,Hospitality + Trading Services,Compensation Payments,19.11.2021,1907464856,"£45,608.35",Dept for Work & Pensions,,,,
Manchester City Council,Environment and Operations,Professional fees,19.11.2021,5105786913,£696.00,Wagtail UK Ltd,,,,
Manchester City Council,Childrens & Education Services,Professional fees,19.11.2021,1907465030,"£2,300.00",Memories of Life Memorial,,,,
Manchester City Council,Childrens & Education Services,Professional fees,19.11.2021,5105786842,£950.00,Term2term Ltd,,,,
Manchester City Council,Childrens & Education Services,Subsistence and Conference Expenses,19.11.2021,5105786796,"£40,000.00",North West Media Ltd,,,,
Manchester City Council,Childrens & Education Services,Third party payments to other Local Authorities,19.11.2021,5105786904,"£4,453.00",Firwood High School,,,,
Manchester City Council,Childrens & Education Services,Payments for services,19.11.2021,5105786851,"£9,765.00",National Offender Mgt Services,,,,
Manchester City Council,Childrens & Education Services,Payments for services,19.11.2021,5105786853,"£9,765.00",National Offender Mgt Services,,,,
Manchester City Council,Childrens & Education Services,Payments for services,19.11.2021,5105786673,"£9,450.00",National Offender Mgt Services,,,,
Manchester City Council,Childrens & Education Services,Payments for services,19.11.2021,5105786817,"£6,887.36",Reed Employment Plc,,,,
Manchester City Council,Childrens & Education Services,Payments for services,19.11.2021,5105786807,"£4,369.91",The Together Trust,,,,
Manchester City Council,Childrens & Education Services,Payments for services,19.11.2021,5105786852,"£4,095.00",National Offender Mgt Services,,,,
Manchester City Council,Childrens & Education Services,Payments for services,19.11.2021,5105786854,"£2,520.00",National Offender Mgt Services,,,,
Manchester City Council,Childrens & Education Services,Payments for services,19.11.2021,5105786818,£883.66,Reed Employment Plc,,,,
Manchester City Council,Childrens & Education Services,Payments for services,19.11.2021,5105786809,£833.00,MJSSE,,,,
Manchester City Council,Childrens & Education Services,Payments for services,19.11.2021,5105786797,"-£2,520.00",National Offender Mgt Services,,,,
Manchester City Council,Childrens & Education Services,Payments for services,19.11.2021,5105786799,"-£4,095.00",National Offender Mgt Services,,,,
Manchester City Council,Childrens & Education Services,Payments for services,19.11.2021,5105786798,"-£9,765.00",National Offender Mgt Services,,,,
Manchester City Council,Childrens & Education Services,Payments for services,19.11.2021,5105786800,"-£9,765.00",National Offender Mgt Services,,,,
Manchester City Council,Childrens & Education Services,Expenditure re Internal Trading Ordered Externally,19.11.2021,5105786899,"£3,004.80",Language Line Ltd,,,,
Manchester City Council,Childrens & Education Services,Expenditure re Internal Trading Ordered Externally,19.11.2021,5105786900,"£1,598.40",Language Line Ltd,,,,
Manchester City Council,Childrens & Education Services,Legal Fees,19.11.2021,5105786762,"£11,393.75",Waddington & Son Solicitors,,,,
Manchester City Council,Childrens & Education Services,Legal Fees,19.11.2021,5105786765,"£4,687.75",Waddington & Son Solicitors,,,,
Manchester City Council,Childrens & Education Services,Legal Fees,19.11.2021,5105786763,"£4,518.75",Waddington & Son Solicitors,,,,
Manchester City Council,Childrens & Education Services,Legal Fees,19.11.2021,5105786768,"£2,025.00",Waddington & Son Solicitors,,,,
Manchester City Council,Childrens & Education Services,Legal Fees,19.11.2021,5105786766,"£1,093.75",Waddington & Son Solicitors,,,,
Manchester City Council,Childrens & Education Services,Legal Fees,19.11.2021,5105786764,£787.50,Waddington & Son Solicitors,,,,
Manchester City Council,Adult Social Care,Training and Development,19.11.2021,5105786890,"£11,920.00",Manchester Metropolitan University,,,,
Manchester City Council,Adult Social Care,External repairs and maintenance for buildings,19.11.2021,5105786679,"£11,988.26",Sheridan Lifts Ltd,,,,
Manchester City Council,Adult Social Care,External repairs and maintenance for buildings,19.11.2021,5105786680,"£10,967.00",Sheridan Lifts Ltd,,,,
Manchester City Council,Adult Social Care,Rents,19.11.2021,5105786802,"£103,236.33",Manchester Housing Group Ltd,,,,
Manchester City Council,Adult Social Care,Rents,19.11.2021,5105786844,"£4,986.34",Houses4Homes 4U Ltd,,,,
Manchester City Council,Adult Social Care,Rents,19.11.2021,5105786863,"£4,986.34",Houses4Homes 4U Ltd,,,,
Manchester City Council,Adult Social Care,Equipment,19.11.2021,5105786786,"£3,382.00",Drive Devilbiss Healthcare Ltd,,,,
Manchester City Council,Adult Social Care,Equipment,19.11.2021,5105786788,"£2,909.70",Drive Devilbiss Healthcare Ltd,,,,
Manchester City Council,Adult Social Care,Equipment,19.11.2021,5105786785,£987.39,Drive Devilbiss Healthcare Ltd,,,,
Manchester City Council,Adult Social Care,Equipment,19.11.2021,5105786789,£901.25,Drive Devilbiss Healthcare Ltd,,,,
Manchester City Council,Adult Social Care,Equipment,19.11.2021,5105786787,£746.70,Drive Devilbiss Healthcare Ltd,,,,
Manchester City Council,Adult Social Care,Equipment,19.11.2021,5105786831,£532.85,Gordon Ellis & CO,,,,
Manchester City Council,Adult Social Care,Funeral and coroner related services,19.11.2021,5105786833,"£2,757.00",Greater Manchester Funeral Service,,,,
Manchester City Council,Adult Social Care,Funeral and coroner related services,19.11.2021,5105786835,"£1,435.00",Greater Manchester Funeral Service,,,,
Manchester City Council,Adult Social Care,Bed & Breakfast Acc,19.11.2021,5105786923,"£20,727.00",Redacted Personal Information,,,,
Manchester City Council,Adult Social Care,Bed & Breakfast Acc,19.11.2021,5105786921,"£20,703.00",Redacted Personal Information,,,,
Manchester City Council,Adult Social Care,Bed & Breakfast Acc,19.11.2021,5105786846,"£20,655.00",Redacted Personal Information,,,,
Manchester City Council,Adult Social Care,Bed & Breakfast Acc,19.11.2021,5105786848,"£11,310.00",Redacted Personal Information,,,,
Manchester City Council,Adult Social Care,Payments for services,19.11.2021,5105786393,"£12,059.58",Age Concern Manchester,,,,
Manchester City Council,Adult Social Care,Payments for services,19.11.2021,5105786393,"£8,956.50",Age Concern Manchester,,,,
Manchester City Council,Adult Social Care,Supported Accommodation,19.11.2021,5105786183,"£1,150.00",Alliance Disposables Ltd,,,,
Manchester City Council,Adult Social Care,Personal needs of client,19.11.2021,5105786790,"£5,497.84",Drive Devilbiss Healthcare Ltd,,,,
Manchester City Council,Adult Social Care,Personal needs of client,19.11.2021,5105786772,£817.20,Osprey Healthcare Ltd,,,,
Manchester City Council,Childrens Services,Works and associated costs for Land and Buildings,19.11.2021,5105786067,"£12,565.05",ISG Construction Limited,,,,
Manchester City Council,Corporate Services,Licences Purchase,19.11.2021,5105786738,£992.76,Insight Direct (Uk) Ltd,,,,
Manchester City Council,Corporate Services,WPS Awards,19.11.2021,5105786889,£961.36,Furniture Resource Centre Ltd,,,,
Manchester City Council,Corporate Services,WPS Awards,19.11.2021,5105786881,£813.76,Furniture Resource Centre Ltd,,,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,19.11.2021,5105785544,"£82,555.68",Ameresco Limited,,,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,19.11.2021,5105786730,"£65,000.00",Purcell Architecture Limited,,,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,19.11.2021,5105786759,"£37,000.00",Faithful & Gould Ltd,,,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,19.11.2021,5105786775,"£32,698.00",Mace Ltd,,,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,19.11.2021,5105786757,"£27,653.00",Faithful & Gould Ltd,,,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,19.11.2021,5105786737,"£15,129.60",Ove Arup & Partners Ltd,,,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,19.11.2021,5105786740,"£8,068.25",Ove Arup & Partners Ltd,,,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,19.11.2021,5105786729,"£7,377.77",Purcell Architecture Limited,,,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,19.11.2021,5105786727,"£5,000.00",Purcell Architecture Limited,,,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,19.11.2021,5105786728,"£4,000.00",Purcell Architecture Limited,,,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,19.11.2021,5105786739,"£3,632.00",Ove Arup & Partners Ltd,,,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,19.11.2021,5105786760,"£2,175.00",Planit,,,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,19.11.2021,5105786775,"£1,599.00",Mace Ltd,,,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,19.11.2021,5105786735,"£1,123.88",Ove Arup & Partners Ltd,,,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,19.11.2021,5105786751,"£1,034.52",Faithful & Gould Ltd,,,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,19.11.2021,5105786755,"£1,000.00",Faithful & Gould Ltd,,,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,19.11.2021,5105786775,£680.00,Mace Ltd,,,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,19.11.2021,5105786813,"£40,644.27",Warden Construction Ltd,,,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,19.11.2021,5105786815,"£12,426.43",PLP Construction Ltd,,,,
Manchester City Council,Housing General Fund,Surplus property Acquisitions,19.11.2021,1907465027,"£75,335.35",FORD BANKS IRWIN SOLICITORS,,,,
Manchester City Council,Housing General Fund,Surplus property Acquisitions,19.11.2021,1907465025,"£68,274.33",AIM LEGAL LIMITED,,,,
Manchester City Council,Housing General Fund,Surplus property Fees,19.11.2021,1907465027,£834.00,FORD BANKS IRWIN SOLICITORS,,,,
Manchester City Council,Housing Revenue Account,Private Finance and Public Private partnership initiatives,19.11.2021,5105786593,"£434,595.27",Grove Village Ltd,,,,
Manchester City Council,Housing Revenue Account,Non Housing Rent Receipts,19.11.2021,1907465027,"-£30,000.00",FORD BANKS IRWIN SOLICITORS,,,,
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,19.11.2021,5105786795,"£2,973.64",Rexel UK Ltd,,,,
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,19.11.2021,5105786794,"£2,657.95",Rexel UK Ltd,,,,
Manchester City Council,Chief Executives,Agency staff provision,19.11.2021,5105786734,"£8,105.88",The Oyster Partnership Limited,,,,
Manchester City Council,Chief Executives,Agency staff provision,19.11.2021,5105786732,"£7,267.85",The Oyster Partnership Limited,,,,
