Body Name,Service Area,Expenses Type,Invoice Payment Date,Transaction Number,Amount,Supplier Name
Manchester City Council,Chief Executives,Agency staff provision,22.12.2010,5100403219,6838.29,Networkers International (UK) Plc
Manchester City Council,Chief Executives,Agency staff provision,22.12.2010,5100403221,814.12,Badenoch & Clark
Manchester City Council,Chief Executives,Agency staff provision,22.12.2010,5100403223,814.12,Badenoch & Clark
Manchester City Council,Chief Executives,Agency staff provision,22.12.2010,5100403225,712.36,Badenoch & Clark
Manchester City Council,Chief Executives,Agency staff provision,22.12.2010,5100403226,1147.12,Badenoch & Clark
Manchester City Council,Chief Executives,Agency staff provision,22.12.2010,5100403231,705.00,Badenoch & Clark
Manchester City Council,Hospitality + Trading Services,Vehicle Hire Costs,22.12.2010,5100403242,12660.50,Evans Halshaw
Manchester City Council,Chief Executives,Agency staff provision,22.12.2010,5100403244,1117.13,Badenoch & Clark
Manchester City Council,Hospitality + Trading Services,Vehicle Hire Costs,22.12.2010,5100403245,12943.50,Evans Halshaw
Manchester City Council,Chief Executives,Agency staff provision,22.12.2010,5100403246,705.00,Badenoch & Clark
Manchester City Council,Hospitality + Trading Services,Vehicle Hire Costs,22.12.2010,5100403249,12474.50,Evans Halshaw
Manchester City Council,Chief Executives,Agency staff provision,22.12.2010,5100403250,1042.15,Badenoch & Clark
Manchester City Council,Hospitality + Trading Services,Vehicle Hire Costs,22.12.2010,5100403253,12474.50,Evans Halshaw
Manchester City Council,Chief Executives,Agency staff provision,22.12.2010,5100403254,929.69,Badenoch & Clark
Manchester City Council,Hospitality + Trading Services,Cleaning Equipment and Materials,22.12.2010,5100403259,2150.00,GTS Steam Cleaners
Manchester City Council,Chief Executives,Agency staff provision,22.12.2010,5100403260,705.00,Badenoch & Clark
Manchester City Council,Chief Executives,Agency staff provision,22.12.2010,5100403265,1057.15,Badenoch & Clark
Manchester City Council,Chief Executives,Agency staff provision,22.12.2010,5100403267,974.68,Badenoch & Clark
Manchester City Council,Chief Executives,Agency staff provision,22.12.2010,5100403268,1112.64,Sellick Partnership (Legal) Ltd
Manchester City Council,Hospitality + Trading Services,Hire of Equipment,22.12.2010,5100403269,4100.80,Ruttle Plant Hire Ltd
Manchester City Council,Chief Executives,Agency staff provision,22.12.2010,5100403270,881.25,Badenoch & Clark
Manchester City Council,Chief Executives,Agency staff provision,22.12.2010,5100403274,1087.14,Badenoch & Clark
Manchester City Council,Chief Executives,Agency staff provision,22.12.2010,5100403278,1072.14,Badenoch & Clark
Manchester City Council,Chief Executives,Agency staff provision,22.12.2010,5100403279,1111.36,Sellick Partnership (Legal) Ltd
Manchester City Council,Chief Executives,Agency staff provision,22.12.2010,5100403283,1116.25,Badenoch & Clark
Manchester City Council,Adult Social Care,Cont Cleaning - Ext,22.12.2010,5100403287,1134.46,Initial Washroom Solutions
Manchester City Council,Chief Executives,Agency staff provision,22.12.2010,5100403289,1019.66,Badenoch & Clark
Manchester City Council,Chief Executives,Agency staff provision,22.12.2010,5100403296,1177.11,Badenoch & Clark
Manchester City Council,Adult Social Care,I T Provision,22.12.2010,5100403302,30000.00,Manchester Mental Health & Social C
Manchester City Council,Childrens Services,Student Discretionery Awards,22.12.2010,5100403308,1040.00,The University Of Bolton
Manchester City Council,Childrens Services,Student Discretionery Awards,22.12.2010,5100403312,992.00,The University Of Bolton
Manchester City Council,Childrens Services,Student Discretionery Awards,22.12.2010,5100403314,1040.00,The University Of Bolton
Manchester City Council,Corporate Services,Ext Rep & Main Build,22.12.2010,5100403316,46567.38,Manchester Working Ltd
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,22.12.2010,5100403326,4495.00,The Phone Co-Op Internet Services
Manchester City Council,Chief Executives,Agency staff provision,22.12.2010,5100403333,2473.02,Morson International
Manchester City Council,Housing General Fund,Building Works,22.12.2010,5100403361,125299.00,GB Building Solutions Ltd
Manchester City Council,Housing General Fund,Building Works,22.12.2010,5100403362,90713.00,GB Building Solutions Ltd
Manchester City Council,Housing General Fund,Building Works,22.12.2010,5100403367,-125299.00,GB Building Solutions Ltd
Manchester City Council,Childrens Services,Student Discretionery Awards,22.12.2010,5100403370,1040.00,The University Of Bolton
Manchester City Council,Childrens Services,Student Discretionery Awards,22.12.2010,5100403373,1040.00,The University Of Bolton
Manchester City Council,Childrens Services,Agency staff provision,22.12.2010,5100403375,575.00,Randstad Education
Manchester City Council,Childrens Services,Student Discretionery Awards,22.12.2010,5100403376,1040.00,The University Of Bolton
Manchester City Council,Childrens Services,Agency staff provision,22.12.2010,5100403378,975.00,Randstad Education
Manchester City Council,Childrens Services,Student Discretionery Awards,22.12.2010,5100403379,1040.00,The University Of Bolton
Manchester City Council,Chief Executives,Funeral & Coroner Related Services,22.12.2010,5100403385,616.80,REDACTED PERSONAL DATA
Manchester City Council,Childrens Services,Learning Res-Not ICT,22.12.2010,5100403392,598.25,Assessment & Qualifications Allianc
Manchester City Council,Childrens Services,Student Discretionery Awards,22.12.2010,5100403395,1040.00,The University Of Bolton
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,22.12.2010,5100403404,1782.00,R & M Developments Ltd
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,22.12.2010,5100403406,1684.00,R & M Developments Ltd
Manchester City Council,Environment and Operations,Cash Collection Chgs,22.12.2010,5100403412,1310.87,G4S Cash Services (Uk) Ltd
Manchester City Council,Childrens Services,Grant and subscriptions awarded,22.12.2010,5100403430,2500.00,North M/cr District Explorer Scouts
Manchester City Council,Housing General Fund,Surplus Properties -,23.12.2010,1902379855,5080.00,REDACTED PERSONAL DATA
Manchester City Council,Childrens Services,Compensation Expense,23.12.2010,1902400832,3850.00,Abney Garsden Mcdonald
Manchester City Council,Childrens Services,Compensation Expense,23.12.2010,1902400837,5500.00,Abney Garsden Mcdonald
Manchester City Council,Childrens Services,Compensation Expense,23.12.2010,1902400839,7700.00,Abney Garsden Mcdonald
Manchester City Council,Childrens Services,Compensation Expense,23.12.2010,1902400842,825.00,Abney Garsden Mcdonald
Manchester City Council,Childrens Services,Legal Fees,23.12.2010,1902404892,1730.00,Grange Reporting Ltd
Manchester City Council,Chief Executives,Landline Telephone,23.12.2010,1902407223,3392.67,Cable & Wireless UK
Manchester City Council,Childrens Services,Postage,23.12.2010,1902407446,800.00,Neopost Ltd
Manchester City Council,Childrens Services,Works and associated costs for Land and Buildings,23.12.2010,1902407823,575.00,Sound Research Laboratories Ltd
Manchester City Council,Corporate Services,Child Care Vouchers,23.12.2010,1902408726,1209.03,Edenred (Admin)
Manchester City Council,Childrens Services,Compensation Expense,23.12.2010,1902409759,8000.00,Abney Garsden Mcdonald
Manchester City Council,Childrens Services,Compensation Expense,23.12.2010,1902409761,8500.00,Abney Garsden Mcdonald
Manchester City Council,Childrens Services,Compensation Expense,23.12.2010,1902409769,16250.00,Abney Garsden Mcdonald
Manchester City Council,Housing General Fund,Building Works,23.12.2010,1902417085,3750.00,Manchester Working Ltd
Manchester City Council,Housing General Fund,Building Works,23.12.2010,1902417086,3650.00,Manchester Working Ltd
Manchester City Council,Housing General Fund,Building Works,23.12.2010,1902417087,3750.00,Manchester Working Ltd
Manchester City Council,Housing General Fund,Building Works,23.12.2010,1902417089,1250.00,Manchester Working Ltd
Manchester City Council,Housing General Fund,Building Works,23.12.2010,1902417090,4561.30,Manchester Working Ltd
Manchester City Council,Housing General Fund,Building Works,23.12.2010,1902417091,1250.00,Manchester Working Ltd
Manchester City Council,Housing General Fund,Building Works,23.12.2010,1902417093,1250.00,Manchester Working Ltd
Manchester City Council,Housing General Fund,Building Works,23.12.2010,1902417094,1150.00,Manchester Working Ltd
Manchester City Council,Housing General Fund,Building Works,23.12.2010,1902417096,1250.00,Manchester Working Ltd
Manchester City Council,Housing General Fund,Building Works,23.12.2010,1902417097,3650.00,Manchester Working Ltd
Manchester City Council,Childrens Services,Compensation Expense,23.12.2010,1902417099,15000.00,Jordans Solicitors
Manchester City Council,Highways Services,Compensation Payments,23.12.2010,1902417419,1860.58,REDACTED PERSONAL DATA
Manchester City Council,Corporate Services,Compensation Expense,23.12.2010,1902417420,500.00,THOMPSONS SOLICITORS
Manchester City Council,Highways Services,Compensation Payments,23.12.2010,1902417694,7000.00,REDACTED PERSONAL DATA
Manchester City Council,Environment and Operations,Levies,23.12.2010,1902418015,1756666.00,Greater M/Cr Waste Regulatuon Autho
Manchester City Council,Regeneration Finance,Public Transport,23.12.2010,5100368242,9800.00,GMPTE
Manchester City Council,Housing General Fund,Building Works,23.12.2010,5100368744,12172.00,"Groundwork Manchester, Salford"
Manchester City Council,Chief Executives,Payments to Sub-Contractors,23.12.2010,5100396643,3400.00,Eura Conservation Ltd
Manchester City Council,Hospitality + Trading Services,Purchase of stores for re-distribution,23.12.2010,5100397149,620.00,Lewis Hygiene Ltd
Manchester City Council,Hospitality + Trading Services,Purchase of stores for re-distribution,23.12.2010,5100398016,690.00,System Hygiene Ltd
Manchester City Council,Childrens Services,Coach Hire,23.12.2010,5100398209,7367.00,Coachire Manchester Ltd
Manchester City Council,Childrens Services,Electricity,23.12.2010,5100398289,801.95,Southern Electric
Manchester City Council,Hospitality + Trading Services,Hire of Equipment,23.12.2010,5100399175,2556.40,Jetchem Systems Limited
Manchester City Council,Hospitality + Trading Services,Building Materials for direct delivery,23.12.2010,5100399469,645.59,Cooper Clarke Group Ltd
Manchester City Council,Grtr Manchester Urban Traffic,Payments to Sub-Contractors,23.12.2010,5100399705,1492.15,Siemens Plc
Manchester City Council,Grtr Manchester Urban Traffic,Payments to Sub-Contractors,23.12.2010,5100399705,26976.82,Siemens Plc
Manchester City Council,Adult Social Care,Equipment,23.12.2010,5100400556,2909.00,The Helping Hand Company Ltd
Manchester City Council,Corporate Services,Rodent &Pest Control,23.12.2010,5100400805,831.50,Rentokil Pest Control UK
Manchester City Council,Childrens Services,Agency staff provision,23.12.2010,5100400919,1350.00,PULSE
Manchester City Council,Childrens Services,Rents,23.12.2010,5100401224,-820.95,Sibcas Limited
Manchester City Council,Adult Social Care,Equipment,23.12.2010,5100401354,607.20,Patterson Medical Ltd
Manchester City Council,Regeneration Finance,Hire of Premises,23.12.2010,5100401627,936.00,Grove Village Residents association
Manchester City Council,Chief Executives,Agency staff provision,23.12.2010,5100401647,4204.65,Manpower UK Ltd
Manchester City Council,Environment and Operations,Payments to Sub-Contractors,23.12.2010,5100401729,945.00,The Helping Hand Company Ltd
Manchester City Council,Hospitality + Trading Services,Purchase of stores for re-distribution,23.12.2010,5100401730,2320.00,The Helping Hand Company Ltd
Manchester City Council,Corporate Services,Refuse Collection ex,23.12.2010,5100401743,1203.70,Initial Washroom Solutions
Manchester City Council,Chief Executives,Printing,23.12.2010,5100401837,1452.00,Hudson & Pearson
Manchester City Council,Childrens Services,Works and associated costs for Land and Buildings,23.12.2010,5100401857,1207.00,Egan Reid Stationery Co Ltd
Manchester City Council,Childrens Services,Building Works,23.12.2010,5100401874,580.00,Egan Reid Stationery Co Ltd
Manchester City Council,Childrens Services,Building Works,23.12.2010,5100401874,1220.00,Egan Reid Stationery Co Ltd
Manchester City Council,Chief Executives,Printing,23.12.2010,5100401924,1301.67,Hudson & Pearson
Manchester City Council,Childrens Services,Third party payments relating to Voluntary Organisations,23.12.2010,5100401997,17848.43,The Big Life Company
Manchester City Council,Childrens Services,Third party payments relating to Voluntary Organisations,23.12.2010,5100401998,27076.66,The Big Life Company
Manchester City Council,Regeneration Finance,Oth Professional Fee,23.12.2010,5100402042,500.00,Realfresh TV Ltd
Manchester City Council,Childrens Services,Works and associated costs for Land and Buildings,23.12.2010,5100402159,1000.00,MITIE Property Services (UK) Ltd
Manchester City Council,Corporate Services,Responsive Work,23.12.2010,5100402159,14066.00,MITIE Property Services (UK) Ltd
Manchester City Council,Childrens Services,Works and associated costs for Land and Buildings,23.12.2010,5100402160,4428.00,MITIE Property Services (UK) Ltd
Manchester City Council,Grtr Manchester Urban Traffic,Payments to Sub-Contractors,23.12.2010,5100402168,755.60,Peek Traffic Ltd
Manchester City Council,Childrens Services,Oth Professional Fee,23.12.2010,5100402226,405713.84,Better Choices Ltd
Manchester City Council,Childrens Services,Grant and subscriptions awarded,23.12.2010,5100402268,753.40,Greater Manchester Youth
Manchester City Council,Environment and Operations,Payments to Sub-Contractors,23.12.2010,5100402404,1820.64,Pictorial Meadows Ltd
Manchester City Council,Environment and Operations,Payments to Sub-Contractors,23.12.2010,5100402405,2462.35,Pictorial Meadows Ltd
