Body Name,Service Area,Expenses Type,Invoice Payment Date,Transaction Number,Net Amount,Supplier Name,,,,,
Manchester City Council,Corporate Services,Subsistence and Conference Expenses,17.10.2018,5101000710,£770.00,Gov Net communications,,,,,
Manchester City Council,Chief Executives,ICT Support & Maintenance,17.10.2018,5101000383,£590.00,Finastra,,,,,
Manchester City Council,Housing General Fund,Building Works,17.10.2018,1906235644,"£2,443.00",Hoist & Shower Chair Company,,,,,
Manchester City Council,Housing General Fund,Building Works,17.10.2018,1906235640,"£2,358.00",Hoist & Shower Chair Company,,,,,
Manchester City Council,Housing General Fund,Building Works,17.10.2018,1906235610,"£2,313.00",Hoist & Shower Chair Company,,,,,
Manchester City Council,Housing General Fund,Building Works,17.10.2018,1906235628,"£2,138.00",Hoist & Shower Chair Company,,,,,
Manchester City Council,Housing General Fund,Works and associated costs for Land and Buildings,17.10.2018,5101000734,"£4,718.00",Pinsent Masons LLP,,,,,
Manchester City Council,Adult Social Care,Equipment,17.10.2018,5101000712,"£1,380.80",Drive Devilbiss Healthcare Ltd,,,,,
Manchester City Council,Adult Social Care,Equipment,17.10.2018,5101000714,-£513.00,Drive Devilbiss Healthcare Ltd,,,,,
Manchester City Council,Adult Social Care,Transport Taxis,17.10.2018,5101000668,"£1,610.80",Wrixon Care,,,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,17.10.2018,1906235296,£928.44,Chicken Joes Limited,,,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,17.10.2018,1906235480,£649.75,Ralph Livesey Ltd,,,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,17.10.2018,1906235424,£608.82,Ralph Livesey Ltd,,,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,17.10.2018,1906235351,£577.67,Ralph Livesey Ltd,,,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,17.10.2018,1906235423,£565.92,Ralph Livesey Ltd,,,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,17.10.2018,1906235405,£562.97,Ralph Livesey Ltd,,,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,17.10.2018,1906235365,£561.52,Ralph Livesey Ltd,,,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,17.10.2018,1906235493,£548.65,Ralph Livesey Ltd,,,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,17.10.2018,1906235495,£521.03,Ralph Livesey Ltd,,,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,17.10.2018,5101000827,"£13,959.00",Connect Support Ltd,,,,,
Manchester City Council,Adult Social Care,Professional fees,17.10.2018,5101000830,"£6,000.00",Independent Life Solutions,,,,,
Manchester City Council,Adult Social Care,Professional fees,17.10.2018,5101000829,"£1,716.00",Independent Life Solutions,,,,,
Manchester City Council,Adult Social Care,Supported Accommodation,17.10.2018,5101000693,£938.00,Redacted Personal Information,,,,,
Manchester City Council,Corporate Services,Gym Membership Scheme,17.10.2018,1906231851,"£1,328.69",Greenwich Leisure Limited,,,,,
Manchester City Council,Corporate Services,Gym Membership Scheme,17.10.2018,1906231850,£863.69,Greenwich Leisure Limited,,,,,
Manchester City Council,Adult Social Care,Rents,17.10.2018,5101000869,"£4,251.75",Wythenshawe Community Housing Group,,,,,
Manchester City Council,Adult Social Care,Rents,17.10.2018,5101000871,"£4,251.75",Wythenshawe Community Housing Group,,,,,
Manchester City Council,Adult Social Care,Rents,17.10.2018,5101000874,"£4,251.75",Wythenshawe Community Housing Group,,,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,17.10.2018,5101000866,"£4,251.75",Wythenshawe Community Housing Group,,,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,17.10.2018,5101000868,"£4,251.75",Wythenshawe Community Housing Group,,,,,
Manchester City Council,Adult Social Care,Supporting People Payments,17.10.2018,5101000879,"£1,392.05",Wythenshawe Community Housing Group,,,,,
Manchester City Council,Adult Social Care,Supporting People Payments,17.10.2018,5101000878,£791.09,Wythenshawe Community Housing Group,,,,,
Manchester City Council,Adult Social Care,Third party payments to other Local Authorities,17.10.2018,5101000159,"£3,792.00",Cheadle Hulme High School,,,,,
Manchester City Council,Housing General Fund,Building Works,17.10.2018,1906235621,"£21,377.59",UPS Building & Maintenance Ltd,,,,,
Manchester City Council,Housing General Fund,Building Works,17.10.2018,1906235616,"£10,404.64",UPS Building & Maintenance Ltd,,,,,
Manchester City Council,Housing General Fund,Building Works,17.10.2018,1906235620,"£9,218.05",UPS Building & Maintenance Ltd,,,,,
Manchester City Council,Housing General Fund,Building Works,17.10.2018,1906235634,"£7,004.95",UPS Building & Maintenance Ltd,,,,,
Manchester City Council,Housing General Fund,Building Works,17.10.2018,1906235633,"£6,154.34",UPS Building & Maintenance Ltd,,,,,
Manchester City Council,Housing General Fund,Building Works,17.10.2018,1906235645,"£5,996.03",UPS Building & Maintenance Ltd,,,,,
Manchester City Council,Housing General Fund,Building Works,17.10.2018,1906235629,"£5,429.43",UPS Building & Maintenance Ltd,,,,,
Manchester City Council,Housing General Fund,Building Works,17.10.2018,1906235625,"£5,384.17",UPS Building & Maintenance Ltd,,,,,
Manchester City Council,Housing General Fund,Building Works,17.10.2018,1906235648,"£4,850.84",UPS Building & Maintenance Ltd,,,,,
Manchester City Council,Housing General Fund,Building Works,17.10.2018,1906235646,"£4,599.64",UPS Building & Maintenance Ltd,,,,,
Manchester City Council,Housing General Fund,Building Works,17.10.2018,1906235619,"£2,267.39",UPS Building & Maintenance Ltd,,,,,
Manchester City Council,Housing General Fund,Building Works,17.10.2018,1906235649,"£1,166.40",UPS Building & Maintenance Ltd,,,,,
Manchester City Council,Chief Executives,Training and Development,17.10.2018,5100999098,£797.53,ServiceNow UK Ltd,,,,,
Manchester City Council,Adult Social Care,Stationery,17.10.2018,5101001075,£791.00,Banner Group Limited,,,,,
Manchester City Council,Adult Social Care,Stationery,17.10.2018,5101001076,£678.00,Banner Group Limited,,,,,
Manchester City Council,Chief Executives,Stationery,17.10.2018,5101000819,"£1,063.20",Banner Group Limited,,,,,
Manchester City Council,Regeneration Finance,Furniture,17.10.2018,5101000784,£773.80,Banner Group Limited,,,,,
Manchester City Council,Regeneration Finance,Stationery,17.10.2018,5101000792,£891.20,Banner Group Limited,,,,,
Manchester City Council,Corporate Services,Professional fees,17.10.2018,5101000367,"£8,437.50",Gleeds Management Services Limited,,,,,
Manchester City Council,Corporate Services,Professional fees,17.10.2018,5101000368,"£4,867.50",Gleeds Management Services Limited,,,,,
Manchester City Council,Adult Social Care,Rents,17.10.2018,5101000883,"£6,384.52",Eeven Homes Ltd.,,,,,
Manchester City Council,Adult Social Care,Bed and Breakfast Accommodation Expenditure,17.10.2018,5100999763,"£2,485.00",Redacted Personal Information,,,,,
Manchester City Council,Adult Social Care,Supported Accommodation,17.10.2018,5101000826,"£1,830.00",White Lodge Hotel,,,,,
Manchester City Council,Adult Social Care,Supported Accommodation,17.10.2018,5100998266,£930.00,White Lodge Hotel,,,,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,17.10.2018,1906231633,"£4,500,000.00",MYERSON SOLICITORS LLP,,,,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,17.10.2018,1906231633,"£87,000.00",MYERSON SOLICITORS LLP,,,,,
Manchester City Council,Chief Executives,Compensation Payments,17.10.2018,1906231752,"£1,087.50",Thomas Owen Hughes,,,,,
Manchester City Council,Chief Executives,Compensation Payments,17.10.2018,1906231745,£825.00,Redacted Personal Information,,,,,
Manchester City Council,Highways Services,Compensation Payments,17.10.2018,1906231746,"£4,000.00",McHale Legal Ltd,,,,,
Manchester City Council,Highways Services,Compensation Payments,17.10.2018,1906231764,£545.60,Redacted Personal Information,,,,,
Manchester City Council,Highways Services,Compensation Payments,17.10.2018,1906231739,"£5,003.00",Wilkin Chapman LLP Solicitors,,,,,
Manchester City Council,Chief Executives,Third party payments relating to Voluntary Organisations,18.10.2018,5101001015,"£5,000.00",Turkey Lane & Monsall Neighbourhood,,,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,18.10.2018,5101001023,"£9,225.00",Assist,,,,,
Manchester City Council,Chief Executives,Third party payments relating to Voluntary Organisations,18.10.2018,5101001028,"£6,975.00",People First Housing Association,,,,,
Manchester City Council,Corporate Services,Postage,18.10.2018,5101000096,"£9,469.28",Royal Mail Group Plc,,,,,
Manchester City Council,Chief Executives,Postage,18.10.2018,5101000250,"£1,290.80",Royal Mail Group Plc,,,,,
Manchester City Council,Adult Social Care,Supporting People Payments,18.10.2018,5100999987,"£17,445.33",Nacro,,,,,
Manchester City Council,Adult Social Care,Supporting People Payments,18.10.2018,5100999987,"£8,126.83",Nacro,,,,,
Manchester City Council,Adult Social Care,Supporting People Payments,18.10.2018,5100999987,"£3,598.91",Nacro,,,,,
Manchester City Council,Adult Social Care,Supporting People Payments,18.10.2018,5100999987,"£3,244.58",Nacro,,,,,
Manchester City Council,Adult Social Care,Foster Payments,18.10.2018,1906237582,"£1,215.44",Redacted Personal Information,,,,,
Manchester City Council,Adult Social Care,Personal needs of client,18.10.2018,5101001047,£850.06,Prism Medical UK Carefree Division,,,,,
Manchester City Council,Hospitality + Trading Services,Vehicle Fuel Costs,18.10.2018,5101000392,"£19,843.60",Carlton Fuels Ltd,,,,,
Manchester City Council,Hospitality + Trading Services,Vehicle Fuel Costs,18.10.2018,5101000121,"£16,149.42",Carlton Fuels Ltd,,,,,
Manchester City Council,Hospitality + Trading Services,Vehicle Fuel Costs,18.10.2018,5100999414,"£15,870.00",Carlton Fuels Ltd,,,,,
Manchester City Council,Chief Executives,Agency staff provision,18.10.2018,5100999948,"£2,300.00",HCL Social Care,,,,,
Manchester City Council,Chief Executives,Third party payments relating to Voluntary Organisations,18.10.2018,5101001002,"£10,000.00",Manchester Deaf Centre Ltd,,,,,
Manchester City Council,Chief Executives,Advertising,18.10.2018,5101000976,"£3,992.00",Reed Business Information Ltd,,,,,
Manchester City Council,Chief Executives,Advertising,18.10.2018,5101000977,"£3,900.00",Reed Business Information Ltd,,,,,
Manchester City Council,Adult Social Care,Professional fees,18.10.2018,5101000964,"£1,400.00",Action First iPeople Ltd,,,,,
Manchester City Council,Highways Services,Professional fees,18.10.2018,5101000382,"£2,450.00",Vaisala Ltd,,,,,
Manchester City Council,Manchester Leisure,Equipment,18.10.2018,5101000079,"£1,842.38",Solon Security Ltd,,,,,
Manchester City Council,Regeneration Finance,Contract Cleaning External,18.10.2018,5101001131,"£6,887.08",Mitie Cleaning & Environmental,,,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,18.10.2018,5101000949,"£10,833.25",Alzheimers Society (Mcr Branch),,,,,
Manchester City Council,Manchester Leisure,Transport and Driver Hire,18.10.2018,5101000196,"£1,095.21",M&G Transport & Technical Services,,,,,
Manchester City Council,Chief Executives,Hire of Equipment,18.10.2018,5101000963,"£1,119.51",Xerox Finance Ltd,,,,,
Manchester City Council,Regeneration Finance,Internal Repairs and Maintenance for buildings,18.10.2018,5101001137,£822.00,Simon & Simon Security (NW) Ltd,,,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,18.10.2018,5101000857,"£46,539.66",Gaddum Centre,,,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,18.10.2018,5101000858,"£8,333.37",Gaddum Centre,,,,,
Manchester City Council,Environment and Operations,Council Dwelling Construction,18.10.2018,5101000233,"£23,175.00",Egbert Taylor Group,,,,,
Manchester City Council,Adult Social Care,Supporting People Payments,18.10.2018,5101001042,"£2,309.22",Copperdale Trust,,,,,
Manchester City Council,Corporate Services,Professional fees,18.10.2018,5101000387,"£8,820.00",Mace Ltd,,,,,
Manchester City Council,Corporate Services,Professional fees,18.10.2018,5101000391,"£8,036.00",Mace Ltd,,,,,
Manchester City Council,Corporate Services,Professional fees,18.10.2018,5101000393,"£4,940.00",Mace Ltd,,,,,
Manchester City Council,Manchester Leisure,Library Materials Acquisition,18.10.2018,1906231680,£636.85,Askews and Holts,,,,,
Manchester City Council,Manchester Leisure,Library Materials Acquisition,18.10.2018,1906231710,"£9,800.00",W.F.Howes Ltd,,,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,18.10.2018,5101001018,"£5,850.00",Didsbury Good Neighbours Ltd,,,,,
Manchester City Council,Manchester Leisure,Library Materials Acquisition,18.10.2018,1906231721,£515.80,Azhar Enterrprises,,,,,
Manchester City Council,Chief Executives,Third party payments relating to Voluntary Organisations,18.10.2018,5101001022,"£13,424.50",The Lesbian & Gay Foundation,,,,,
Manchester City Council,Environment and Operations,Construction Works,18.10.2018,5101000066,"£2,255.12",Dowhigh Ltd,,,,,
Manchester City Council,Regeneration Finance,Professional fees,18.10.2018,1906231611,"£14,233.10",Savills (UK) Ltd,,,,,
Manchester City Council,Regeneration Finance,Professional fees,18.10.2018,1906231607,"£13,696.00",Savills (UK) Ltd,,,,,
Manchester City Council,Regeneration Finance,Professional fees,18.10.2018,1906231605,"£11,678.00",Savills (UK) Ltd,,,,,
Manchester City Council,Regeneration Finance,Professional fees,18.10.2018,1906231604,"£9,850.00",Savills (UK) Ltd,,,,,
Manchester City Council,Regeneration Finance,Professional fees,18.10.2018,1906231612,"£8,633.49",Savills (UK) Ltd,,,,,
Manchester City Council,Regeneration Finance,Professional fees,18.10.2018,1906231603,"£5,715.00",Savills (UK) Ltd,,,,,
Manchester City Council,Regeneration Finance,Professional fees,18.10.2018,1906231608,"£3,322.00",Savills (UK) Ltd,,,,,
Manchester City Council,Regeneration Finance,Professional fees,18.10.2018,1906231610,"£1,896.00",Savills (UK) Ltd,,,,,
Manchester City Council,Corporate Services,Goods Received Invoice Received,18.10.2018,5101001202,"-£3,000.00",Stockport College,,,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,18.10.2018,5101001043,"£9,398.00",Victim Support,,,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,18.10.2018,5101001026,"£7,493.00",Afro Carribean Care Group,,,,,
Manchester City Council,Adult Social Care,Supporting People Payments,18.10.2018,5101000990,"£3,611.11",Contact Hostel,,,,,
